countries,infected,infected_today,deaths,deaths_today,recovered,recovered_today,active,critical,tests,death_rate,recovery_rate
United States,1430348,575,85197,25,310259,2031,1034892,16349,10269996,6.0,21.7
Spain,271095,0,27104,0,183227,0,60764,1534,2467761,10.0,67.6
Russia,252245,9974,2305,93,53530,5527,196410,2300,6188102,0.9,21.2
United Kingdom,230853,0,33260,1,940,3,196653,1559,2094209,14.4,0.4
Italy,222104,0,31106,0,112541,0,78457,893,2735628,14.0,50.7
Brazil,190137,980,13240,82,78424,0,98473,8318,735224,7.0,41.2
France,178060,0,27074,0,58673,0,92313,2428,1384633,15.2,33.0
Germany,174098,0,7861,0,150300,1600,15937,1465,3147771,4.5,86.3
Turkey,143114,0,3952,0,101715,0,37447,998,1474003,2.8,71.1
Iran,112725,0,6783,0,89428,0,16514,2735,629534,6.0,79.3
China,83809,3,4634,0,79041,9,134,9,0,5.5,94.3
India,78810,755,2564,13,26675,275,49571,0,1947041,3.3,33.8
Peru,76306,0,2169,0,24324,0,49813,806,553302,2.8,31.9
Canada,73511,5,5424,0,35164,0,32923,502,1169380,7.4,47.8
Belgium,54288,307,8903,60,14111,174,31274,407,623628,16.4,26.0
Saudi Arabia,44830,0,273,0,17622,0,26935,147,513587,0.6,39.3
Netherlands,43211,0,5562,0,0,0,37649,432,275720,12.9,0.0
Mexico,40186,1862,4220,294,26990,1055,8976,378,142204,10.5,67.2
Pakistan,35788,490,770,9,9695,796,25323,111,330750,2.2,27.1
Chile,34381,0,346,0,14865,0,19170,494,313750,1.0,43.2
Ecuador,30486,0,2334,0,3433,0,24719,190,87036,7.7,11.3
Switzerland,30413,0,1870,0,27100,0,1443,79,322084,6.1,89.1
Portugal,28132,0,1175,0,3182,0,23775,103,566172,4.2,11.3
Sweden,27909,0,3460,0,4971,0,19478,351,177500,12.4,17.8
Qatar,26539,0,14,0,3143,0,23382,72,139127,0.1,11.8
Singapore,26098,752,21,0,4809,0,21268,19,224262,0.1,18.4
Belarus,25825,0,146,0,7711,0,17968,92,296380,0.6,29.9
Ireland,23401,0,1497,0,19470,0,2434,69,258808,6.4,83.2
United Arab Emirates,20386,0,206,0,6523,0,13657,1,1500000,1.0,32.0
Bangladesh,18863,1041,283,14,3361,0,15219,1,151930,1.5,17.8
Poland,17469,265,869,8,6696,286,9904,160,528122,5.0,38.3
Ukraine,16847,422,456,17,4143,427,12248,222,202495,2.7,24.6
Israel,16567,19,264,0,12364,132,3939,62,485922,1.6,74.6
Romania,16247,245,1046,10,9053,1092,6148,225,286217,6.4,55.7
Japan,16049,81,678,21,8920,389,6451,243,223667,4.2,55.6
Indonesia,16006,568,1043,15,3518,231,11445,0,169195,6.5,22.0
Austria,15997,0,624,0,14304,0,1069,55,344606,3.9,89.4
Colombia,12930,0,509,0,3133,0,9288,130,165738,3.9,24.2
South Africa,12074,0,219,0,4745,0,7110,119,386352,1.8,39.3
Philippines,11876,258,790,18,2337,86,8749,77,188649,6.7,19.7
Dominican Republic,11196,0,409,0,3221,0,7566,131,42615,3.7,28.8
Kuwait,11028,0,82,0,3263,0,7683,169,227000,0.7,29.6
South Korea,10991,29,260,1,9762,67,969,55,711484,2.4,88.8
Denmark,10900,46,533,0,8850,0,1517,37,357986,4.9,81.2
Egypt,10431,0,556,0,2486,0,7389,41,105000,5.3,23.8
Serbia,10295,0,222,0,3824,0,6249,22,156603,2.2,37.1
Panama,8944,161,256,4,6067,46,2621,87,45873,2.9,67.8
Czechia,8275,6,290,0,5058,11,2927,42,334714,3.5,61.1
Norway,8175,0,229,0,32,0,7914,23,208874,2.8,0.4
Australia,6989,9,98,0,6297,26,594,18,938044,1.4,90.1
Argentina,6879,0,329,0,2266,0,4284,170,90474,4.8,32.9
Malaysia,6819,40,112,1,5351,70,1356,16,271721,1.6,78.5
Morocco,6512,0,188,0,3131,0,3193,1,75870,2.9,48.1
Algeria,6253,0,522,0,3058,0,2673,22,6500,8.3,48.9
Finland,6145,91,284,0,4300,0,1561,35,133200,4.6,70.0
Bahrain,5816,0,10,0,2205,0,3601,6,205570,0.2,37.9
Afghanistan,5639,413,136,4,691,43,4812,7,19732,2.4,12.3
Kazakhstan,5571,154,32,0,2408,0,3131,31,459736,0.6,43.2
Ghana,5408,0,24,0,514,0,4870,5,164452,0.4,9.5
Moldova,5406,0,185,0,2176,0,3045,251,20447,3.4,40.3
Nigeria,4971,0,164,0,1070,0,3737,7,29408,3.3,21.5
Oman,4341,322,17,0,1303,14,3021,27,50000,0.4,30.0
Luxembourg,3904,0,103,0,3629,0,172,22,57687,2.6,93.0
Armenia,3860,142,49,1,1572,72,2239,10,36016,1.3,40.7
Hungary,3380,39,436,6,1169,67,1775,49,123258,12.9,34.6
Bolivia,3148,184,142,14,339,26,2667,3,7651,4.5,10.8
Iraq,3032,0,115,0,1966,0,951,0,136640,3.8,64.8
Thailand,3018,1,56,0,2850,6,112,61,286008,1.9,94.4
Cameroon,2800,0,136,0,1543,0,1121,28,0,4.9,55.1
Greece,2760,0,155,0,1374,0,1231,28,112042,5.6,49.8
Azerbaijan,2758,0,35,0,1789,0,934,30,208546,1.3,64.9
Uzbekistan,2620,8,11,0,2076,0,533,8,325000,0.4,79.2
Guinea,2374,0,14,0,856,0,1504,0,0,0.6,36.1
Honduras,2255,175,123,2,237,26,1895,10,5653,5.5,10.5
Croatia,2213,0,94,0,1834,0,285,9,48737,4.2,82.9
Bosnia and Herzegovina,2181,0,120,0,1228,0,833,4,44380,5.5,56.3
Senegal,2105,0,21,0,782,0,1302,6,24599,1.0,37.1
Bulgaria,2100,31,99,3,531,32,1470,51,61711,4.7,25.3
Ivory Coast,1912,0,24,0,902,0,986,0,15260,1.3,47.2
Sudan,1818,0,90,0,198,0,1530,0,0,5.0,10.9
Cuba,1810,0,79,0,1326,0,405,7,73129,4.4,73.3
Iceland,1802,0,10,0,1780,0,12,0,55075,0.6,98.8
Estonia,1758,7,62,1,909,132,787,5,67130,3.5,51.7
North Macedonia,1694,0,95,0,1229,0,370,21,19739,5.6,72.6
Lithuania,1511,6,54,0,934,26,523,17,208253,3.6,61.8
New Zealand,1497,0,21,0,1411,9,65,2,209613,1.4,94.3
Slovakia,1477,8,27,0,1112,52,338,5,131910,1.8,75.3
Slovenia,1464,1,103,0,267,7,1094,7,66678,7.0,18.2
Guatemala,1342,143,29,2,121,1,1192,5,7200,2.2,9.0
Djibouti,1268,0,3,0,900,0,365,0,16424,0.2,71.0
Somalia,1219,0,52,0,130,0,1037,2,0,4.3,10.7
Congo (Kinshasa),1169,0,50,0,148,0,971,0,0,4.3,12.7
Mayotte,1143,0,14,0,627,0,502,6,4800,1.2,54.9
El Salvador,1112,75,20,0,405,31,687,19,48913,1.8,36.4
Kyrgyzstan,1082,38,12,0,735,9,335,13,59490,1.1,67.9
Hong Kong,1051,0,4,0,1008,0,39,1,168291,0.4,95.9
Tunisia,1032,0,45,0,759,19,228,5,34323,4.4,73.5
Gabon,1004,141,9,0,152,15,843,1,5530,0.9,15.1
Latvia,962,11,19,0,627,0,316,2,83275,2.0,65.2
Maldives,955,0,4,0,40,0,911,2,11775,0.4,4.2
Kosovo,919,0,29,0,671,0,219,0,0,3.2,73.0
Sri Lanka,915,22,9,0,445,63,461,1,39629,1.0,48.6
Cyprus,905,0,17,0,449,0,439,10,80284,1.9,49.6
Albania,880,0,31,0,688,0,161,1,11048,3.5,78.2
Lebanon,878,0,26,0,236,0,616,4,54694,3.0,26.9
Niger,860,0,49,0,658,0,153,0,5691,5.7,76.5
Guinea-Bissau,836,0,3,0,26,0,807,0,1500,0.4,3.1
Costa Rica,815,0,8,1,527,0,280,6,18040,1.0,64.7
Tajikistan,801,0,23,0,0,0,778,0,0,2.9,0.0
Burkina Faso,773,0,51,0,592,0,130,0,0,6.6,76.6
Andorra,760,0,49,0,576,0,135,3,1673,6.4,75.8
Mali,758,0,44,0,412,0,302,0,2498,5.8,54.4
Paraguay,740,0,11,0,182,0,547,0,17589,1.5,24.6
Kenya,737,0,40,0,281,0,416,1,35432,5.4,38.1
Uruguay,719,0,19,0,545,0,155,8,30209,2.6,75.8
Cruise Ship,712,0,13,0,651,0,48,4,0,1.8,91.4
Georgia,652,5,12,1,383,11,257,6,34500,1.8,58.7
San Marino,643,0,41,0,161,0,441,2,3201,6.4,25.0
Jordan,582,0,9,0,392,0,181,5,127307,1.5,67.4
Channel Islands,548,1,43,1,456,1,49,0,5342,7.8,83.2
Equatorial Guinea,522,0,6,0,13,0,503,0,854,1.1,2.5
Jamaica,509,2,9,0,113,13,387,0,7552,1.8,22.2
