countries,infected,infected_today,deaths,deaths_today,recovered,recovered_today,active,critical,tests,death_rate,recovery_rate
United States,560433,187,22115,14,32634,397,505684,11766,2833112,3.9,5.8
Spain,169496,2665,17489,280,64727,2336,87280,7371,600000,10.3,38.2
Italy,156363,0,19899,0,34211,0,102253,3343,1010193,12.7,21.9
France,132591,0,14393,0,27186,0,91012,6845,333807,10.9,20.5
Germany,127854,0,3022,0,64300,4000,60532,4895,1317887,2.4,50.3
United Kingdom,85177,0,10628,0,279,-344,74270,1559,352974,12.5,0.3
China,83116,1,3343,0,77937,0,1836,121,0,4.0,93.8
Iran,71686,0,4474,0,43894,0,23318,3930,263388,6.2,61.2
Turkey,56956,0,1198,0,3446,0,52312,1665,376100,2.1,6.1
Belgium,30589,942,3903,303,6707,244,19979,1234,102151,12.8,21.9
Netherlands,25729,0,2746,0,287,0,22696,1384,115992,10.7,1.1
Switzerland,25449,34,1115,9,12700,0,11634,386,193800,4.4,49.9
Canada,24383,0,717,0,7172,0,16494,557,422200,2.9,29.4
Brazil,22318,126,1230,7,173,0,20915,296,62985,5.5,0.8
Russia,18328,2558,148,18,1470,179,16710,8,1300000,0.8,8.0
Portugal,16585,0,504,0,277,0,15804,228,163616,3.0,1.7
Austria,13972,27,368,18,7343,356,6261,239,148412,2.6,52.6
Israel,11235,90,110,7,1689,62,9436,181,117339,1.0,15.0
South Korea,10537,25,217,3,7447,79,2873,55,514621,2.1,70.7
Sweden,10483,0,899,0,381,0,9203,839,54700,8.6,3.6
Ireland,9655,0,334,0,25,0,9296,194,53000,3.5,0.3
India,9240,35,331,0,1096,16,7813,0,189111,3.6,11.9
Peru,7519,0,193,0,1798,0,5528,134,76506,2.6,23.9
Ecuador,7466,0,333,0,501,0,6632,184,23635,4.5,6.7
Japan,7370,622,123,15,784,22,6463,129,77381,1.7,10.6
Chile,7213,0,80,0,2059,0,5074,387,82271,1.1,28.5
Poland,6674,0,232,0,439,0,6003,160,138007,3.5,6.6
