countries,infected,infected_today,deaths,deaths_today,recovered,recovered_today,active,critical,tests,death_rate,recovery_rate
United States,1570144,20451,93511,1545,363069,7573,1113564,17246,12628818,6.0,23.1
Russia,299941,9263,2837,115,76130,5921,220974,2300,7352316,0.9,25.4
Spain,278803,615,27778,69,196958,0,54067,1152,3037840,10.0,70.6
Brazil,271628,16428,17971,1132,106794,6335,146863,8318,735224,6.6,39.3
United Kingdom,249708,2747,35409,570,779,304,213520,1559,2772552,14.2,0.3
Italy,226699,813,32169,162,129401,2075,65129,716,3104524,14.2,57.1
France,180809,882,28022,-217,62563,835,90224,1894,1384633,15.5,34.6
Germany,177827,538,8193,70,155700,659,13934,1115,3147771,4.6,87.6
Turkey,151615,1022,4199,28,112895,1318,34521,882,1675517,2.8,74.5
Iran,124603,2111,7119,62,97173,1512,20311,2698,716176,5.7,78.0
India,106475,6135,3302,146,42309,3076,60864,0,2404267,3.1,39.7
Peru,99483,4550,2914,125,36524,6218,60045,883,679582,2.9,36.7
China,82960,6,4634,0,78241,3,85,10,0,5.6,94.3
Canada,79764,1080,6014,65,40050,822,33700,502,1331173,7.5,50.2
Saudi Arabia,59854,2509,329,9,31634,2886,27891,237,618084,0.5,52.9
Belgium,55791,232,9108,28,14687,30,31996,345,709818,16.3,26.3
Mexico,51633,2414,5332,155,35388,2059,10913,378,177133,10.3,68.5
Chile,49579,3520,509,31,21507,1342,27563,876,397200,1.0,43.4
Netherlands,44249,108,5715,21,0,0,38534,293,302395,12.9,0.0
Pakistan,43966,1841,939,36,12489,567,30538,111,400292,2.1,28.4
Qatar,35606,1637,15,0,5634,735,29957,172,166182,0.0,15.8
Ecuador,34151,569,2839,40,3457,24,27855,221,98171,8.3,10.1
Belarus,31508,936,175,4,10620,490,20713,92,375076,0.6,33.7
Sweden,30799,422,3743,45,4971,0,22085,287,209900,12.2,16.1
Switzerland,30618,21,1891,5,27700,100,1027,57,350099,6.2,90.5
Portugal,29432,223,1247,16,6431,1,21754,101,662375,4.2,21.9
Singapore,28794,451,22,0,10365,530,18407,10,246254,0.1,36.0
Bangladesh,25121,1251,370,21,4993,408,19758,1,193645,1.5,19.9
United Arab Emirates,25063,873,227,3,10791,1214,14045,1,1600923,0.9,43.1
Ireland,24251,51,1561,14,19470,0,3220,54,295626,6.4,80.3
Poland,19268,383,948,12,7903,275,10417,160,653224,4.9,41.0
