countries,infected,infected_today,deaths,deaths_today,recovered,recovered_today,active,critical,tests,death_rate,recovery_rate
United States,1366760,19757,80757,725,255654,18461,1030349,16493,9386124,5.9,18.7
Spain,264663,1880,26621,143,176439,3282,61603,1650,2467761,10.1,66.7
United Kingdom,220322,3924,31926,268,925,1,187471,1559,1821280,14.5,0.4
Italy,219070,802,30560,165,105186,2155,83324,1027,2565912,13.9,48.0
Russia,209688,11012,1915,88,34306,2390,173467,2300,5448463,0.9,16.4
France,176970,312,26380,70,56217,179,94373,2776,1384633,14.9,31.8
Germany,171879,555,7569,20,144400,1100,19910,1581,2755770,4.4,84.0
Brazil,162699,6638,11123,467,64957,3272,86619,8318,339552,6.8,39.9
Turkey,138657,1542,3786,47,92691,3211,42180,1154,1370598,2.7,66.8
Iran,107603,1383,6640,51,86143,1079,14820,2675,586699,6.2,80.1
China,83779,18,4634,0,78936,87,209,13,0,5.5,94.2
Canada,70034,1173,4990,168,32096,847,32948,502,1135984,7.1,45.8
Peru,67307,2292,1889,75,21349,1103,44069,774,504930,2.8,31.7
India,67161,4353,2212,111,20969,1668,43980,0,1609037,3.3,31.2
Belgium,53081,485,8656,75,13642,231,30783,476,566101,16.3,25.7
Netherlands,42627,245,5440,18,0,0,37187,507,254573,12.8,0.0
Saudi Arabia,39048,1912,246,7,11457,1313,27345,143,449644,0.6,29.3
Mexico,33460,1938,3353,193,21824,1510,8283,378,128148,10.0,65.2
Pakistan,30334,1598,659,23,8063,254,21612,111,283517,2.2,26.6
Switzerland,30305,54,1833,3,26600,200,1872,101,309595,6.0,87.8
Ecuador,29559,488,2127,410,3433,0,23999,181,84287,7.2,11.6
Chile,28866,1647,312,8,13112,445,15442,544,280684,1.1,45.4
Portugal,27581,175,1135,9,2549,50,23897,112,517660,4.1,9.2
Sweden,26322,401,3225,5,4971,0,18126,360,148500,12.3,18.9
Singapore,23336,876,20,0,2721,425,20595,23,175604,0.1,11.7
Ireland,22996,236,1458,12,17110,0,4428,72,214761,6.3,74.4
Belarus,22973,921,131,5,6406,356,16436,92,263543,0.6,27.9
Qatar,22520,1189,14,1,2753,304,19753,72,127769,0.1,12.2
United Arab Emirates,18198,781,198,13,4804,509,13196,1,1200000,1.1,26.4
Israel,16477,23,252,5,11430,54,4795,74,455267,1.5,69.4
Poland,15996,345,800,15,5698,261,9498,160,476904,5.0,35.6
Austria,15871,38,618,3,13991,63,1262,72,316508,3.9,88.2
Japan,15663,0,607,0,5906,0,9150,287,211997,3.9,37.7
Romania,15362,231,961,22,7051,139,7350,242,256749,6.3,45.9
Ukraine,15232,522,391,15,3060,151,11781,201,176403,2.6,20.1
Bangladesh,14657,887,228,14,2650,236,11779,1,122657,1.6,18.1
Indonesia,14032,387,973,14,2698,91,10361,0,158273,6.9,19.2
Colombia,11063,568,463,18,2705,136,7895,130,144912,4.2,24.5
South Korea,10874,34,256,0,9610,42,1008,55,663886,2.4,88.4
Philippines,10794,184,719,15,1924,82,8151,31,163177,6.7,17.8
Denmark,10616,110,529,3,8404,124,1683,40,317834,5.0,79.2
Dominican Republic,10347,465,388,3,2763,179,7196,134,42615,3.7,26.7
Serbia,10114,82,215,2,3006,274,6893,43,140592,2.1,29.7
South Africa,10015,595,194,8,4173,190,5648,77,341336,1.9,41.7
Egypt,9400,436,525,11,2075,73,6800,41,90000,5.6,22.1
Kuwait,8688,1065,58,9,2729,107,5901,114,196397,0.7,31.4
Panama,8282,212,237,6,4501,3615,3544,85,40356,2.9,54.3
Czechia,8123,28,280,4,4474,27,3369,40,302493,3.4,55.1
Norway,8105,6,219,0,32,0,7854,22,195921,2.7,0.4
Australia,6941,12,97,0,6163,28,681,17,827872,1.4,88.8
Malaysia,6656,67,108,0,5025,96,1523,18,256937,1.6,75.5
Morocco,6063,153,188,2,2554,93,3321,1,65924,3.1,42.1
Argentina,6034,268,305,5,1757,29,3972,148,83018,5.1,29.1
Finland,5962,82,267,2,4000,0,1695,45,121500,4.5,67.1
Algeria,5723,165,502,8,2678,132,2543,22,6500,8.8,46.8
Kazakhstan,5076,101,31,0,1901,125,3144,31,398411,0.6,37.5
Bahrain,4941,167,8,0,2070,15,2863,2,184029,0.2,41.9
Moldova,4927,60,169,8,1958,33,2800,237,20447,3.4,39.7
Afghanistan,4402,369,120,5,558,56,3724,7,15560,2.7,12.7
Nigeria,4399,248,143,15,778,33,3478,4,23835,3.3,17.7
Ghana,4263,0,22,0,378,0,3863,5,155201,0.5,8.9
Luxembourg,3886,9,101,0,3586,36,199,14,55250,2.6,92.3
Oman,3399,175,17,0,1117,49,2265,17,50000,0.5,32.9
Armenia,3313,138,45,1,1325,58,1943,10,31590,1.4,40.0
Hungary,3263,50,413,8,933,29,1917,50,108257,12.7,28.6
Thailand,3009,5,56,0,2794,7,159,61,227860,1.9,92.9
Iraq,2767,88,109,2,1734,32,924,0,127153,3.9,62.7
Greece,2716,6,151,0,1374,0,1191,30,98897,5.6,50.6
Cameroon,2579,305,114,6,1465,233,1000,28,0,4.4,56.8
Azerbaijan,2519,97,32,1,1650,30,837,33,193411,1.3,65.5
Bolivia,2437,171,114,8,258,21,2065,3,7651,4.7,10.6
Uzbekistan,2418,69,10,0,1881,35,527,8,325000,0.4,77.8
Croatia,2187,11,90,3,1764,38,333,13,44886,4.1,80.7
