countries,infected,infected_today,deaths,deaths_today,recovered,recovered_today,active,critical,tests,death_rate,recovery_rate
United States,1457970,1822,86932,41,318027,973,1053011,16240,10638893,6.0,21.8
Spain,272646,0,27321,0,186480,0,58845,1376,2467761,10.0,68.4
Russia,252245,0,2305,0,53530,0,196410,2300,6188102,0.9,21.2
United Kingdom,233700,1,33657,0,456,0,199587,1559,2219281,14.4,0.2
Italy,223096,0,31368,0,115288,0,76440,855,2807504,14.1,51.7
Brazil,203165,247,13999,6,79479,0,109687,8318,735224,6.9,39.1
France,178362,-508,27397,-28,59281,-324,91684,2299,1384633,15.4,33.2
Germany,174975,0,7928,0,150300,0,16747,1329,3147771,4.5,85.9
Turkey,144749,0,4007,0,104030,0,36712,963,1508824,2.8,71.9
Iran,114533,0,6854,0,90539,0,17140,2758,643772,6.0,79.1
China,82933,4,4633,0,78211,16,89,11,0,5.6,94.3
India,82103,106,2649,0,27977,8,51477,0,1947041,3.2,34.1
Peru,80604,0,2267,0,25151,0,53186,842,587292,2.8,31.2
Canada,74055,1,5581,0,36091,0,32383,502,1169380,7.5,48.7
Belgium,54288,0,8903,0,14111,0,31274,407,623628,16.4,26.0
Saudi Arabia,46869,0,283,0,19051,0,27535,156,513587,0.6,40.6
Netherlands,43481,0,5590,0,0,0,37891,410,282776,12.9,0.0
Mexico,42595,2409,4477,257,28475,1485,9643,378,142204,10.5,66.9
Pakistan,37218,1430,803,33,10155,460,26260,111,330750,2.2,27.3
Chile,37040,0,368,0,15655,0,21017,663,325417,1.0,42.3
Ecuador,30502,0,2338,0,3433,0,24731,196,88923,7.7,11.3
Switzerland,30463,0,1872,0,27100,0,1491,79,328163,6.1,89.0
Sweden,28582,0,3529,0,4971,0,20082,351,177500,12.3,17.4
Portugal,28319,0,1184,0,3198,0,23937,108,582341,4.2,11.3
Qatar,28272,0,14,0,3356,0,24902,72,143938,0.0,11.9
Belarus,26772,0,151,0,8168,0,18453,92,308156,0.6,30.5
Singapore,26098,0,21,0,5973,0,20104,20,224262,0.1,22.9
Ireland,23827,0,1506,0,19470,0,2851,69,258808,6.3,81.7
United Arab Emirates,21084,0,208,0,6930,0,13946,1,1560923,1.0,32.9
Bangladesh,18863,0,283,0,3361,0,15219,1,151930,1.5,17.8
Poland,17615,0,883,0,6696,0,10036,160,554357,5.0,38.0
Ukraine,17330,483,476,20,4473,330,12381,222,202495,2.7,25.8
Israel,16579,0,265,0,12521,0,3793,62,485922,1.6,75.5
Romania,16247,0,1053,0,9053,0,6141,225,286217,6.5,55.7
Japan,16120,0,697,0,9868,0,5555,259,233144,4.3,61.2
Austria,16058,0,626,0,14405,0,1027,54,344606,3.9,89.7
Indonesia,16006,0,1043,0,3518,0,11445,0,173690,6.5,22.0
Colombia,13610,0,525,0,3358,0,9727,137,177050,3.9,24.7
South Africa,12739,0,238,0,5676,0,6825,119,403018,1.9,44.6
Kuwait,11975,0,88,0,3451,0,8436,175,231930,0.7,28.8
Philippines,11876,0,790,0,2337,0,8749,77,189469,6.7,19.7
Dominican Republic,11320,0,422,0,3351,0,7547,131,47774,3.7,29.6
South Korea,11018,27,260,0,9821,59,937,55,726747,2.4,89.1
Egypt,10829,0,571,0,2626,0,7632,41,105000,5.3,24.2
Denmark,10713,0,537,0,8805,0,1371,35,357986,5.0,82.2
Serbia,10374,0,224,0,4084,0,6066,22,162797,2.2,39.4
Panama,9118,174,260,4,6080,13,2778,72,46898,2.9,66.7
Czechia,8351,0,293,0,5241,0,2817,42,334714,3.5,62.8
Norway,8196,0,232,0,32,0,7932,23,212655,2.8,0.4
Argentina,7134,0,353,0,2385,0,4396,170,93673,4.9,33.4
Australia,7019,30,98,0,6335,34,586,18,978976,1.4,90.3
Malaysia,6819,0,112,0,5351,0,1356,16,271721,1.6,78.5
Morocco,6607,0,190,0,3310,0,3107,1,77922,2.9,50.1
Algeria,6442,0,529,0,3158,0,2755,22,6500,8.2,49.0
Bahrain,6198,0,10,0,2353,0,3835,4,214084,0.2,38.0
Finland,6145,0,287,0,4300,0,1558,33,137000,4.7,70.0
Kazakhstan,5689,118,34,2,2531,0,3124,31,459736,0.6,44.5
Afghanistan,5639,0,136,0,691,0,4812,7,19732,2.4,12.3
Moldova,5553,0,194,0,2228,0,3131,251,20447,3.5,40.1
Ghana,5530,0,24,0,674,0,4832,5,167704,0.4,12.2
Nigeria,5162,0,167,0,1180,0,3815,7,30657,3.2,22.9
Oman,4341,0,18,0,1303,0,3020,31,61000,0.4,30.0
Luxembourg,3915,0,103,0,3665,0,147,11,58727,2.6,93.6
Armenia,3860,0,49,0,1572,0,2239,10,36016,1.3,40.7
Hungary,3417,37,442,6,1287,118,1688,49,123258,12.9,37.7
Bolivia,3372,224,152,10,356,17,2864,3,7651,4.5,10.6
Iraq,3143,0,115,0,2028,0,1000,0,140573,3.7,64.5
Thailand,3025,7,56,0,2854,4,115,61,286008,1.9,94.3
Cameroon,2954,0,139,0,1553,0,1262,28,0,4.7,52.6
Azerbaijan,2879,0,35,0,1833,0,1011,29,214291,1.2,63.7
Greece,2770,0,156,0,1374,0,1240,24,116233,5.6,49.6
Uzbekistan,2652,7,11,0,2136,0,505,8,325000,0.4,80.5
Guinea,2473,0,15,0,895,0,1563,18,10304,0.6,36.2
Honduras,2318,63,133,10,253,16,1932,10,5653,5.7,10.9
Croatia,2221,0,94,0,1850,0,277,7,50340,4.2,83.3
Bosnia and Herzegovina,2218,0,122,0,1272,0,824,4,45810,5.5,57.3
Senegal,2189,0,23,0,842,0,1324,6,24599,1.1,38.5
Bulgaria,2138,38,102,3,545,14,1491,51,61711,4.8,25.5
Ivory Coast,1971,0,24,0,930,0,1017,0,15260,1.2,47.2
Cuba,1830,0,79,0,1383,0,368,9,75142,4.3,75.6
Sudan,1818,0,90,0,198,0,1530,0,0,5.0,10.9
Iceland,1802,0,10,0,1780,0,12,0,55626,0.6,98.8
Estonia,1758,0,62,0,909,0,787,5,67130,3.5,51.7
North Macedonia,1723,0,95,0,1235,0,393,21,20088,5.5,71.7
Guatemala,1518,176,29,0,129,8,1360,5,7200,1.9,8.5
Lithuania,1511,0,54,0,934,0,523,17,208253,3.6,61.8
New Zealand,1498,1,21,0,1421,10,56,2,216787,1.4,94.9
Slovakia,1477,0,27,0,1112,0,338,5,131910,1.8,75.3
Slovenia,1464,0,103,0,267,0,1094,7,66678,7.0,18.2
Djibouti,1284,0,3,0,905,0,376,0,16647,0.2,70.5
Somalia,1284,0,53,0,135,0,1096,2,0,4.1,10.5
Congo (Kinshasa),1242,0,50,0,157,0,1035,0,0,4.0,12.6
El Salvador,1210,98,23,0,416,11,771,19,48913,1.9,34.4
Mayotte,1210,0,16,0,627,0,567,10,5000,1.3,51.8
Kyrgyzstan,1111,29,14,2,745,10,352,13,59490,1.3,67.1
Gabon,1104,0,10,0,182,0,912,13,5530,0.9,16.5
Hong Kong,1052,0,4,0,1009,0,39,1,168291,0.4,95.9
Tunisia,1032,0,45,0,770,0,217,3,36523,4.4,74.6
Maldives,982,0,4,0,45,0,933,2,11775,0.4,4.6
Latvia,962,0,19,0,627,0,316,2,83275,2.0,65.2
Kosovo,944,0,29,0,690,0,225,0,0,3.1,73.1
Sri Lanka,925,0,9,0,445,0,471,1,39629,1.0,48.1
Guinea-Bissau,913,0,3,0,26,0,884,0,1500,0.3,2.8
Cyprus,907,0,17,0,481,0,409,10,81942,1.9,53.0
Tajikistan,907,0,29,0,0,0,878,0,0,3.2,0.0
Albania,898,0,31,0,694,0,173,1,11239,3.5,77.3
Lebanon,886,0,26,0,236,0,624,4,56385,2.9,26.6
Niger,876,0,50,0,677,0,149,0,5723,5.7,77.3
Costa Rica,830,0,8,0,535,0,287,4,18388,1.0,64.5
Mali,779,0,46,0,436,0,297,0,2498,5.9,56.0
Burkina Faso,773,0,51,0,592,0,130,0,0,6.6,76.6
Andorra,761,0,49,0,596,0,116,3,1673,6.4,78.3
Kenya,758,0,42,0,284,0,432,1,36918,5.5,37.5
Paraguay,754,0,11,0,184,0,559,0,18184,1.5,24.4
Uruguay,724,0,19,0,547,0,158,7,31209,2.6,75.6
Cruise Ship,712,0,13,0,651,0,48,4,0,1.8,91.4
Georgia,667,0,12,0,383,0,272,6,34500,1.8,57.4
Zambia,654,0,7,0,124,0,523,1,15487,1.1,19.0
San Marino,648,0,41,0,172,0,435,1,3300,6.3,26.5
Jordan,586,0,9,0,393,0,184,5,131985,1.5,67.1
Equatorial Guinea,583,0,7,0,13,0,563,0,854,1.2,2.2
Channel Islands,549,1,43,0,456,0,50,0,5342,7.8,83.1
Malta,522,0,6,0,443,0,73,1,45967,1.1,84.9
Jamaica,509,0,9,0,118,0,382,0,7780,1.8,23.2
Tanzania,509,0,21,0,183,0,305,7,0,4.1,36.0
Venezuela,455,15,10,0,220,0,225,2,535742,2.2,48.4
Taiwan,440,0,7,0,383,0,50,0,68335,1.6,87.0
Réunion,440,0,0,0,354,0,86,4,17200,0.0,80.5
Sierra Leone,408,0,26,0,97,0,285,0,0,6.4,23.8
Chad,399,0,46,0,83,0,270,0,0,11.5,20.8
Congo (Brazzaville),391,0,15,0,87,0,289,0,0,3.8,22.3
Palestine,375,0,2,0,310,0,63,0,43566,0.5,82.7
Benin,339,0,2,0,83,0,254,0,25471,0.6,24.5
Isle of Man,332,0,23,0,285,0,24,20,3973,6.9,85.8
Mauritius,332,0,10,0,322,0,0,0,69773,3.0,97.0
Montenegro,324,0,9,0,309,0,6,2,10167,2.8,95.4
Cabo Verde,315,0,2,0,67,0,246,0,791,0.6,21.3
Vietnam,312,0,0,0,260,0,52,2,275000,0.0,83.3
Rwanda,287,0,0,0,168,0,119,0,45140,0.0,58.5
Haiti,273,39,20,2,18,1,235,0,1502,7.3,6.6
Ethiopia,272,0,5,0,108,0,159,0,45278,1.8,39.7
