countries,infected,infected_today,deaths,deaths_today,recovered,recovered_today,active,critical,tests,death_rate,recovery_rate
United States,682608,122362,23592,1491,36205,3968,622811,12772,2936860,3.5,5.3
Spain,170099,3268,17756,547,64727,2336,87616,7371,600000,10.4,38.1
Italy,159516,3153,20465,566,35435,1224,103616,3260,1046910,12.8,22.2
France,136779,4188,14967,574,27718,532,94094,6821,333807,10.9,20.3
Germany,130072,2218,3194,172,64300,4000,62578,4895,1317887,2.5,49.4
United Kingdom,89538,4361,11346,718,299,-324,77893,1559,367667,12.7,0.3
China,83194,79,3345,2,78020,83,1829,121,0,4.0,93.8
Iran,73303,1617,4585,111,45983,2089,22735,3877,275427,6.3,62.7
Turkey,61049,4093,1296,98,3957,511,55796,1786,410556,2.1,6.5
Belgium,30589,942,3903,303,6707,244,19979,1234,102151,12.8,21.9
Netherlands,26693,964,2832,86,287,0,23574,1358,115992,10.6,1.1
Switzerland,25688,273,1138,32,13700,1000,10850,386,193800,4.4,53.3
Canada,25680,1297,780,63,7756,584,17144,557,437475,3.0,30.2
Brazil,23430,1238,1328,105,173,0,21929,296,62985,5.7,0.7
Russia,18328,2558,148,18,1470,179,16710,8,1300000,0.8,8.0
Portugal,16934,349,535,31,277,0,16122,188,182707,3.2,1.6
Austria,14041,96,368,18,7343,356,6330,239,148412,2.6,52.3
Israel,11586,441,116,13,1855,228,9615,181,117339,1.0,16.0
Sweden,10948,465,919,20,381,0,9648,859,54700,8.4,3.5
Ireland,10647,992,365,31,25,0,10257,194,72000,3.4,0.2
South Korea,10537,25,217,3,7447,79,2873,55,514621,2.1,70.7
India,10453,1248,358,27,1181,101,8914,0,189111,3.4,11.3
Peru,9784,2265,216,23,2642,844,6926,143,87116,2.2,27.0
Japan,7618,870,143,35,799,37,6676,135,77381,1.9,10.5
Ecuador,7529,63,355,22,597,96,6577,121,24553,4.7,7.9
Chile,7525,312,82,2,2367,308,5076,387,85035,1.1,31.5
Poland,6934,260,245,13,487,48,6202,160,143630,3.5,7.0
Romania,6633,333,331,15,914,62,5388,231,67204,5.0,13.8
Norway,6603,78,134,6,32,0,6437,59,127305,2.0,0.5
Denmark,6502,144,285,12,2392,112,3825,100,72099,4.4,36.8
Australia,6359,46,61,1,3494,156,2804,79,362136,1.0,54.9
Czechia,6059,68,143,5,519,55,5397,100,128359,2.4,8.6
Pakistan,5496,266,93,2,1095,67,4308,44,65114,1.7,19.9
Saudi Arabia,4934,472,65,6,805,44,4064,59,115585,1.3,16.3
Philippines,4932,284,315,18,242,45,4375,1,33814,6.4,4.9
Malaysia,4817,134,77,1,2276,168,2464,66,81730,1.6,47.2
Mexico,4661,442,296,23,1843,71,2522,185,36594,6.4,39.5
Indonesia,4557,316,399,26,380,21,3778,0,27075,8.8,8.3
United Arab Emirates,4521,398,25,3,852,172,3644,1,648195,0.6,18.8
Serbia,4054,424,85,5,400,0,3569,138,20958,2.1,9.9
Panama,3472,72,94,7,61,32,3317,106,15567,2.7,1.8
Luxembourg,3292,11,69,3,500,0,2723,30,29315,2.1,15.2
Qatar,3231,252,7,0,334,59,2890,37,50828,0.2,10.3
Dominican Republic,3167,200,177,4,152,21,2838,147,9275,5.6,4.8
Ukraine,3102,325,93,10,97,8,2912,45,32496,3.0,3.1
Finland,3064,90,59,3,300,0,2705,74,46000,1.9,9.8
