countries,infected,infected_today,deaths,deaths_today,recovered,recovered_today,active,critical,tests,death_rate,recovery_rate
United States,825190,1520,45343,114,82973,113,696874,14016,4190002,5.5,10.1
Spain,208389,4211,21717,435,85915,3401,100757,7705,930230,10.4,41.2
Italy,183957,0,24648,0,51600,0,107709,2471,1450150,13.4,28.1
France,158050,0,20796,0,39181,0,98073,5433,463662,13.2,24.8
Germany,148453,0,5086,0,99400,4200,43967,2908,1728357,3.4,67.0
United Kingdom,130077,-54,17375,-1,624,-5,112078,1559,535342,13.4,0.5
Turkey,95591,0,2259,0,14918,0,78414,1865,713409,2.4,15.6
Iran,84802,0,5297,0,60965,0,18540,3357,365723,6.2,71.9
China,83800,11,4636,0,77786,30,1378,78,0,5.5,92.8
Russia,57999,5236,513,57,4420,547,53066,700,2250000,0.9,7.6
Brazil,43368,289,2761,20,24325,1334,16282,8318,291922,6.4,56.1
Belgium,41889,933,6262,264,9433,431,26194,1020,171400,14.9,22.5
Canada,39350,3,1915,6,13188,0,24247,557,569878,4.9,33.5
Netherlands,34231,-67,3918,-10,51,-12,30262,1087,171415,11.4,0.1
Switzerland,28063,0,1478,0,19400,0,7185,386,227554,5.3,69.1
Portugal,21379,0,762,0,917,0,19700,213,281907,3.6,4.3
India,20178,98,645,0,3976,1,15557,0,462621,3.2,19.7
Peru,17837,0,484,0,6982,0,10371,380,155724,2.7,39.1
Ireland,16040,0,730,0,9233,0,6077,315,111584,4.6,57.6
Sweden,15322,0,1765,0,550,0,13007,515,94500,11.5,3.6
Austria,14925,52,510,19,11328,357,3087,176,201794,3.4,75.9
Israel,14326,384,187,3,4961,454,9178,148,240303,1.3,34.6
Saudi Arabia,11631,0,109,0,1640,0,9882,81,200000,0.9,14.1
Japan,11512,377,281,18,1356,117,9875,232,124550,2.4,11.8
Chile,10832,0,147,0,4969,0,5716,392,122357,1.4,45.9
South Korea,10694,11,238,1,8277,64,2179,55,577959,2.2,77.4
Ecuador,10398,0,520,0,1207,0,8671,137,33389,5.0,11.6
Singapore,10141,1016,11,0,839,0,9291,27,94796,0.1,8.3
Poland,10034,178,404,3,1513,216,8117,160,224355,4.0,15.1
Pakistan,9749,184,209,8,2156,83,7384,58,118020,2.1,22.1
Mexico,9501,729,857,145,2627,0,6017,378,49570,9.0,27.6
Romania,9242,0,507,9,2153,0,6582,245,101552,5.5,23.3
Denmark,8097,217,370,0,4878,0,2849,81,108465,4.6,60.2
United Arab Emirates,7755,0,46,0,1443,0,6266,1,790000,0.6,18.6
Indonesia,7418,283,635,19,913,71,5870,0,50370,8.6,12.3
Belarus,7281,558,58,3,769,192,6454,92,114955,0.8,10.6
Norway,7241,50,182,0,32,0,7027,58,145279,2.5,0.4
Czechia,7041,8,204,3,1800,47,5037,80,186918,2.9,25.6
Serbia,6890,0,130,0,977,0,5783,101,45355,1.9,14.2
Philippines,6710,111,446,9,693,39,5571,1,68532,6.6,10.3
Australia,6647,2,74,3,4920,235,1653,47,449226,1.1,74.0
Ukraine,6592,467,174,13,424,57,5994,45,67520,2.6,6.4
Qatar,6533,0,9,0,614,0,5910,37,66725,0.1,9.4
Malaysia,5532,50,93,1,3452,103,1987,43,110109,1.7,62.4
Dominican Republic,5044,0,245,0,463,0,4336,126,16973,4.9,9.2
Panama,4821,163,141,5,231,27,4449,94,21902,2.9,4.8
Colombia,4149,0,196,0,804,0,3149,98,68428,4.7,19.4
Finland,4129,115,141,0,2000,0,1988,63,68552,3.4,48.4
Bangladesh,3772,390,120,10,92,5,3560,1,32674,3.2,2.4
Luxembourg,3618,0,78,0,670,0,2870,32,34962,2.2,18.5
Egypt,3490,0,264,0,870,0,2356,0,55000,7.6,24.9
South Africa,3465,0,58,0,1055,0,2352,36,126937,1.7,30.4
Morocco,3209,0,145,0,393,0,2671,1,18100,4.5,12.2
Argentina,3144,0,151,0,840,0,2153,123,36611,4.8,26.7
Thailand,2826,15,49,1,2352,244,425,61,142589,1.7,83.2
Algeria,2811,0,392,0,1152,0,1267,40,6500,13.9,41.0
Moldova,2614,0,73,1,560,55,1981,212,11763,2.8,21.4
Greece,2401,0,121,0,577,0,1703,59,55666,5.0,24.0
Kuwait,2248,168,13,2,443,31,1792,50,0,0.6,19.7
Hungary,2168,70,225,12,295,8,1648,82,52702,10.4,13.6
Kazakhstan,2047,52,19,0,505,16,1523,32,139207,0.9,24.7
Bahrain,1973,0,7,0,784,0,1182,2,94380,0.4,39.7
Croatia,1908,0,48,0,801,0,1059,18,26610,2.5,42.0
Iceland,1778,0,10,0,1417,0,351,5,43831,0.6,79.7
Uzbekistan,1692,14,6,0,372,15,1314,8,150000,0.4,22.0
Oman,1614,106,8,0,238,0,1368,3,0,0.5,14.7
Iraq,1602,0,83,0,1096,0,423,0,60837,5.2,68.4
Estonia,1559,7,44,1,184,15,1331,7,43637,2.8,11.8
Azerbaijan,1480,0,20,0,865,0,595,16,102764,1.4,58.4
Armenia,1473,72,24,0,633,24,816,30,14966,1.6,43.0
New Zealand,1451,6,14,1,1036,30,401,2,94797,1.0,71.4
Lithuania,1370,20,38,0,357,59,975,17,76973,2.8,26.1
Slovenia,1353,9,79,2,205,8,1069,24,44435,5.8,15.2
Bosnia and Herzegovina,1342,0,51,0,437,0,854,4,19195,3.8,32.6
Slovakia,1244,45,14,0,284,26,946,7,52649,1.1,22.8
North Macedonia,1231,0,55,0,224,0,952,9,12340,4.5,18.2
Cameroon,1163,0,43,0,331,2,789,33,0,3.7,28.5
Afghanistan,1143,51,40,4,166,16,937,7,6422,3.5,14.5
Cuba,1137,0,38,0,309,0,790,18,30416,3.3,27.2
Ghana,1042,0,9,0,99,0,934,4,68591,0.9,9.5
Hong Kong,1034,4,4,0,678,28,352,8,131786,0.4,65.6
Bulgaria,1015,40,47,2,174,4,794,34,27000,4.6,17.1
Djibouti,945,0,2,0,112,0,831,0,8955,0.2,11.9
Ivory Coast,916,0,13,0,303,0,600,0,0,1.4,33.1
Tunisia,901,0,38,0,170,0,693,25,18165,4.2,18.9
Cyprus,784,0,12,0,98,0,674,15,37081,1.5,12.5
Nigeria,782,0,25,0,197,0,560,2,8003,3.2,25.2
