countries,infected,infected_today,deaths,deaths_today,recovered,recovered_today,active,critical,tests,death_rate,recovery_rate
United States,1263224,4422,74809,564,213109,6906,975306,15827,8005589,5.9,16.9
Spain,253682,0,25857,0,159359,0,68466,2075,1932455,10.2,62.8
Italy,214457,0,29684,0,93245,0,91528,1333,2310929,13.8,43.5
United Kingdom,202235,3,30146,0,872,5,171217,1559,1448010,14.9,0.4
Russia,177160,11231,1625,88,23803,2476,151732,2300,4803192,0.9,13.4
France,174191,0,25809,0,53972,0,94410,3147,1100228,14.8,31.0
Germany,168162,0,7275,0,139900,2204,20987,1884,2755770,4.3,83.2
Turkey,131744,0,3584,0,78202,0,49958,1278,1234724,2.7,59.4
Brazil,126611,463,8588,22,51370,0,66653,8318,339552,6.8,40.6
Iran,101650,0,6418,0,81587,0,13645,2735,531275,6.3,80.3
China,83755,2,4634,0,78722,28,399,23,0,5.5,94.0
Canada,64637,1,4365,0,28171,355,32101,502,973558,6.8,43.6
Peru,54817,0,1533,0,17527,0,35757,717,429458,2.8,32.0
India,53045,58,1787,2,15331,0,35927,0,1357413,3.4,28.9
Belgium,51420,639,8415,76,12980,249,30025,538,493325,16.4,25.2
Netherlands,41420,0,5206,0,89,0,36125,628,243277,12.6,0.2
Saudi Arabia,31938,0,209,0,6783,0,24946,137,389659,0.7,21.2
Switzerland,30060,0,1805,0,25700,0,2555,121,290365,6.0,85.5
Ecuador,29420,-2461,1618,0,3433,0,24369,156,81392,5.5,11.7
Mexico,27634,1609,2704,197,17781,971,7149,378,105664,9.8,64.3
Portugal,26182,0,1089,0,2076,0,23017,136,470234,4.2,7.9
Pakistan,24073,859,564,20,6464,183,17045,111,244778,2.3,26.9
Sweden,23918,0,2941,0,4074,0,16903,425,148500,12.3,17.0
Chile,23048,0,281,0,11189,0,11578,470,232108,1.2,48.5
Ireland,22248,0,1375,0,17110,0,3763,93,214761,6.2,76.9
Singapore,20939,741,20,0,1634,0,19285,23,175604,0.1,7.8
Belarus,19255,0,112,0,4388,0,14755,92,220045,0.6,22.8
Qatar,17972,0,12,0,2070,0,15890,72,112963,0.1,11.5
Israel,16346,36,239,0,10737,100,5370,83,432453,1.5,65.7
Austria,15752,68,609,1,13698,59,1445,92,292254,3.9,87.0
United Arab Emirates,15738,0,157,0,3359,0,12222,1,1200000,1.0,21.3
Japan,15253,0,556,0,4496,0,10201,308,186343,3.6,29.5
Poland,14898,158,737,4,4862,207,9299,160,410468,4.9,32.6
Romania,14499,392,876,12,6144,356,7479,234,226613,6.0,42.4
Ukraine,13691,507,340,13,2396,299,10955,178,151569,2.5,17.5
Indonesia,12776,338,930,35,2381,64,9465,0,128383,7.3,18.6
Bangladesh,12425,706,186,0,1910,507,10329,1,105513,1.5,15.4
South Korea,10810,4,256,1,9419,86,1135,55,649388,2.4,87.1
Philippines,10343,339,685,27,1618,112,8040,31,140134,6.6,15.6
Denmark,10270,145,506,0,7678,0,2086,46,284480,4.9,74.8
Serbia,9791,0,203,0,1971,0,7617,48,117474,2.1,20.1
Colombia,8959,0,397,0,2148,0,6414,123,131110,4.4,24.0
Dominican Republic,8807,0,362,0,1960,0,6485,144,33377,4.1,22.3
Norway,7996,20,216,0,32,0,7748,27,189657,2.7,0.4
Czechia,7979,5,263,1,4214,9,3502,52,286821,3.3,52.8
South Africa,7808,0,153,0,3153,0,4502,36,279379,2.0,40.4
Panama,7731,208,218,8,859,36,6654,88,38014,2.8,11.1
Egypt,7588,0,469,0,1815,0,5304,0,90000,6.2,23.9
Australia,6894,19,97,0,6040,37,757,27,703895,1.4,87.6
Malaysia,6467,39,107,0,4776,74,1584,19,222150,1.7,73.9
Kuwait,6289,0,42,0,2219,0,4028,88,196397,0.7,35.3
Finland,5573,0,252,0,3500,0,1821,44,108200,4.5,62.8
Morocco,5408,0,183,0,2017,0,3208,1,52958,3.4,37.3
Argentina,5208,0,273,0,1524,0,3411,148,72315,5.2,29.3
Algeria,4997,0,476,0,2197,0,2324,22,6500,9.5,44.0
Kazakhstan,4502,80,30,0,1408,0,3064,31,353843,0.7,31.3
Moldova,4476,0,145,2,1747,89,2584,237,20447,3.2,39.0
Bahrain,3934,0,8,0,1860,0,2066,4,160341,0.2,47.3
Luxembourg,3851,0,98,0,3452,0,301,20,50533,2.5,89.6
Afghanistan,3392,0,104,0,458,0,2830,7,13777,3.1,13.5
Hungary,3150,39,383,10,801,42,1966,50,94036,12.2,25.4
Nigeria,3145,0,103,0,534,0,2508,4,21208,3.3,17.0
Ghana,3091,372,18,0,303,9,2770,4,129461,0.6,9.8
Thailand,2992,3,55,0,2772,11,165,61,227860,1.8,92.6
Oman,2958,55,13,0,980,92,1965,17,50000,0.4,33.1
Armenia,2884,102,42,2,1185,50,1657,10,28017,1.5,41.1
Greece,2663,0,147,0,1374,0,1142,36,87052,5.5,51.6
Iraq,2480,0,102,0,1602,0,776,0,117726,4.1,64.6
Cameroon,2267,2,108,0,1002,2,1157,12,0,4.8,44.2
Uzbekistan,2266,33,10,0,1592,15,664,8,325000,0.4,70.3
Azerbaijan,2127,0,28,0,1536,0,563,18,169790,1.3,72.2
Croatia,2119,0,85,0,1601,0,433,14,41053,4.0,75.6
Bosnia and Herzegovina,1987,0,86,0,928,0,973,4,36492,4.3,46.7
Bolivia,1886,84,91,5,198,11,1597,3,7651,4.8,10.5
Guinea,1856,0,11,0,597,0,1248,0,0,0.6,32.2
Bulgaria,1811,33,84,0,384,24,1343,38,52931,4.6,21.2
Iceland,1799,0,10,0,1750,0,39,0,51663,0.6,97.3
Estonia,1720,7,56,1,273,9,1391,4,60530,3.3,15.9
Cuba,1703,0,69,0,1001,0,633,14,59648,4.1,58.8
North Macedonia,1539,0,88,0,1057,0,394,21,17836,5.7,68.7
Ivory Coast,1516,0,18,0,721,0,777,0,11448,1.2,47.6
