countries,infected,infected_today,deaths,deaths_today,recovered,recovered_today,active,critical,tests,death_rate,recovery_rate
United States,644348,840,30983,2477,48708,29,564657,13487,3258879,4.8,7.6
Spain,180659,3015,18812,104,70853,0,90994,7371,650755,10.4,39.2
Italy,165155,0,21645,0,38092,0,105418,3079,1117404,13.1,23.1
France,147863,0,17167,0,30955,0,99741,6457,333807,11.6,20.9
Germany,134753,0,3804,0,77000,4400,53949,4288,1728357,2.8,57.1
United Kingdom,99478,33,12893,0,365,2,86220,1559,398916,13.0,0.4
China,83338,46,3346,0,78341,65,1651,95,0,4.0,94.0
Iran,76389,0,4777,0,49933,0,21679,3643,299204,6.3,65.4
Turkey,69392,0,1518,0,5674,0,62200,1820,477716,2.2,8.2
Belgium,34809,1236,4857,417,7562,455,22390,1182,128132,14.0,21.7
Brazil,28912,302,1760,3,14026,0,13126,296,62985,6.1,48.5
Canada,28379,0,1010,0,8979,42,18390,557,467736,3.6,31.6
Netherlands,28299,0,3144,0,294,0,24861,1279,140845,11.1,1.0
Russia,27938,3448,232,34,2304,318,25402,8,1613413,0.8,8.2
Switzerland,26336,0,1249,10,15400,0,9687,386,199000,4.7,58.5
Portugal,18091,0,599,0,383,0,17109,208,208314,3.3,2.1
Austria,14412,62,393,0,8098,0,5921,232,156801,2.7,56.2
Israel,12591,90,140,10,2624,61,9827,174,187250,1.1,20.8
Ireland,12547,0,444,0,77,0,12026,158,90646,3.5,0.6
India,12456,134,423,18,1513,81,10520,0,274599,3.4,12.1
Sweden,11927,0,1203,0,381,0,10343,954,74600,10.1,3.2
Peru,11475,0,254,0,3108,0,8113,146,109385,2.2,27.1
South Korea,10613,22,229,4,7757,141,2627,55,538775,2.2,73.1
Japan,8626,526,178,32,901,48,7547,168,94236,2.1,10.4
Chile,8273,0,94,0,2937,0,5242,389,91873,1.1,35.5
Ecuador,7858,0,388,0,780,0,6690,135,26093,4.9,9.9
Poland,7771,189,292,6,774,106,6705,160,156493,3.8,10.0
Romania,7707,491,387,15,1357,140,5963,243,79629,5.0,17.6
Denmark,7063,198,309,0,2917,3,3837,89,82380,4.4,41.3
Norway,6798,58,150,0,32,0,6616,64,130216,2.2,0.5
Pakistan,6505,122,124,13,1645,199,4736,46,78979,1.9,25.3
Australia,6468,21,63,0,3747,61,2658,66,380003,1.0,57.9
Czechia,6303,2,166,0,831,12,5306,75,146004,2.6,13.2
Saudi Arabia,5862,0,79,0,931,0,4852,71,150000,1.3,15.9
Mexico,5847,448,449,43,2125,0,3273,207,40091,7.7,36.3
Philippines,5660,207,362,13,435,82,4863,1,48171,6.4,7.7
Indonesia,5516,380,498,29,548,102,4470,0,36000,9.0,9.9
United Arab Emirates,5365,0,33,0,1034,0,4298,1,767000,0.6,19.3
Malaysia,5182,110,84,1,2766,119,2332,56,87183,1.6,53.4
Serbia,4873,0,99,0,400,0,4374,128,26278,2.0,8.2
Ukraine,4161,397,116,8,186,43,3859,45,42823,2.8,4.5
Panama,3751,177,103,8,75,3,3573,106,16854,2.7,2.0
Belarus,3728,0,36,0,203,0,3489,68,76198,1.0,5.4
Qatar,3711,0,7,0,406,0,3298,37,54484,0.2,10.9
Singapore,3699,0,10,0,652,0,3037,29,72680,0.3,17.6
Dominican Republic,3614,0,189,0,208,0,3217,143,9275,5.2,5.8
Luxembourg,3373,0,69,0,526,0,2778,33,30723,2.0,15.6
Finland,3369,132,72,0,300,0,2997,75,48828,2.1,8.9
Colombia,3105,0,131,0,452,0,2522,106,48628,4.2,14.6
Thailand,2672,29,46,3,1593,96,1033,61,100498,1.7,59.6
