countries,infected,infected_today,deaths,deaths_today,recovered,recovered_today,active,critical,tests,death_rate,recovery_rate
United States,466546,37505,16607,1914,25316,3002,424623,10011,2352533,3.6,5.4
Spain,153222,5002,15447,655,52165,4144,85610,7371,355000,10.1,34.0
Italy,143626,4204,18279,610,28470,1979,96877,3605,853369,12.7,19.8
Germany,118235,4939,2607,258,52407,6107,63221,4895,1317887,2.2,44.3
France,117749,4799,12210,1341,23206,1952,82333,7066,333807,10.4,19.7
China,82864,74,3339,2,77660,112,1865,176,0,4.0,93.7
Iran,66220,1634,4110,117,32309,2497,29801,3918,231393,6.2,48.8
United Kingdom,65844,4398,7992,882,358,14,57494,1559,298169,12.1,0.5
Turkey,42282,4056,908,96,2142,296,39232,1552,276338,2.1,5.1
Belgium,24983,1580,2523,283,5164,483,17296,1285,84248,10.1,20.7
Switzerland,24051,771,948,53,10600,800,12503,386,178500,3.9,44.1
Netherlands,21887,1221,2402,148,271,6,19214,1424,101534,11.0,1.2
Canada,20765,1327,509,82,5311,763,14945,518,370315,2.5,25.6
Brazil,18145,1957,954,134,173,46,17018,296,62985,5.3,1.0
Portugal,13956,815,409,29,205,9,13342,241,140368,2.9,1.5
Austria,13244,302,295,22,5240,728,7709,266,126287,2.2,39.6
South Korea,10423,39,204,4,6973,197,3246,55,477304,2.0,66.9
Russia,10131,1459,76,13,698,118,9357,8,1004719,0.8,6.9
Israel,9968,564,86,13,1011,210,8871,166,117339,0.9,10.1
Sweden,9141,722,793,106,205,0,8143,719,54700,8.7,2.2
India,6725,809,226,48,620,114,5879,0,177584,3.4,9.2
Ireland,6574,500,263,28,25,0,6286,165,53000,4.0,0.4
Norway,6219,177,108,7,32,0,6079,78,121034,1.7,0.5
Australia,6152,100,51,1,2987,174,3114,81,330134,0.8,48.6
Chile,5972,426,57,9,1274,159,4641,360,68353,1.0,21.3
Denmark,5819,233,237,19,1872,120,3710,120,64002,4.1,32.2
Poland,5575,370,174,15,284,62,5117,160,107597,3.1,5.1
Czechia,5569,257,112,13,301,68,5156,96,106845,2.0,5.4
Peru,5256,914,138,17,1438,105,3680,124,48465,2.6,27.4
Romania,5202,441,248,28,647,119,4307,178,51802,4.8,12.4
Ecuador,4965,515,272,30,339,199,4354,139,19102,5.5,6.8
Japan,4667,410,94,1,632,10,3941,99,61498,2.0,13.5
Pakistan,4489,226,65,4,572,105,3852,31,44896,1.4,12.7
Malaysia,4228,109,67,2,1608,121,2553,72,63367,1.6,38.0
Philippines,4076,206,203,21,124,28,3749,1,24500,5.0,3.0
Indonesia,3293,337,280,40,252,30,2761,0,14354,8.5,7.7
Saudi Arabia,3287,355,44,3,666,35,2577,41,115585,1.3,20.3
Mexico,3181,396,174,33,633,0,2374,89,25410,5.5,19.9
Luxembourg,3115,81,52,6,500,0,2563,30,27521,1.7,16.1
United Arab Emirates,2990,331,14,2,268,29,2708,1,593095,0.5,9.0
Serbia,2867,201,66,1,118,0,2683,127,12347,2.3,4.1
Panama,2752,224,66,3,16,0,2670,107,11776,2.4,0.6
Finland,2605,118,42,2,300,0,2263,82,39000,1.6,11.5
Thailand,2423,54,32,2,940,52,1451,61,71860,1.3,38.8
Qatar,2376,166,6,0,206,28,2164,37,43144,0.3,8.7
Dominican Republic,2349,238,118,10,80,30,2151,147,7151,5.0,3.4
Colombia,2223,169,69,14,174,51,1980,85,33575,3.1,7.8
Greece,1955,71,87,4,269,0,1599,79,33634,4.5,13.8
