countries,infected,infected_today,deaths,deaths_today,recovered,recovered_today,active,critical,tests,death_rate,recovery_rate
United States,1292879,735,76942,34,217251,388,998686,16995,8314419,6.0,16.8
Spain,256855,0,26070,0,163919,0,66866,2075,1932455,10.1,63.8
Italy,215858,0,29958,0,96276,0,89624,1311,2381288,13.9,44.6
United Kingdom,207851,0,30685,0,903,2,176263,1559,1534533,14.8,0.4
Russia,187859,10699,1723,98,26608,2805,159528,2300,4980000,0.9,14.2
France,174791,0,25987,0,55027,0,93777,2961,1384633,14.9,31.5
Germany,169430,0,7392,0,141700,1800,20338,1823,2755770,4.4,83.6
Brazil,135773,667,9190,44,55350,0,71233,8318,339552,6.8,40.8
Turkey,133721,0,3641,0,82984,0,47096,1260,1265119,2.7,62.1
Iran,103135,0,6486,0,82744,0,13905,2728,544702,6.3,80.2
China,83761,2,4634,0,78770,33,357,18,0,5.5,94.0
Canada,66144,33,4540,2,28972,0,32632,502,1005294,6.9,43.8
Peru,58526,0,1627,0,18388,0,38511,722,448020,2.8,31.4
India,56516,165,1895,6,16867,91,37754,0,1437788,3.4,29.8
Belgium,52011,591,8521,106,13201,221,30289,508,515233,16.4,25.4
Netherlands,41774,-101,5288,-2,0,-89,36486,584,249655,12.7,0.0
Saudi Arabia,33731,0,219,0,7798,0,25714,145,405685,0.6,23.1
Ecuador,30298,0,1654,0,3433,0,25211,156,83218,5.5,11.3
Switzerland,30126,0,1810,0,25900,0,2416,121,290365,6.0,86.0
Mexico,29616,1982,2961,257,17781,0,8874,378,110916,10.0,60.0
Portugal,26715,0,1105,0,2258,0,23352,135,485925,4.1,8.5
Pakistan,25837,1193,594,9,7530,1066,17713,111,257247,2.3,29.1
Sweden,24623,0,3040,0,4971,0,16612,425,148500,12.3,20.2
Chile,24581,0,285,0,11664,0,12632,493,244226,1.2,47.5
Ireland,22385,0,1403,0,17110,0,3872,93,214761,6.3,76.4
Singapore,21707,768,20,0,1712,0,19975,19,175604,0.1,7.9
Belarus,20168,0,116,0,5067,0,14985,92,229466,0.6,25.1
Qatar,18890,0,12,0,2286,0,16592,72,116495,0.1,12.1
Israel,16409,28,245,5,11007,134,5157,77,442925,1.5,67.1
United Arab Emirates,16240,0,165,0,3572,0,12503,1,1200000,1.0,22.0
Austria,15774,22,614,5,13836,138,1324,81,304069,3.9,87.7
Japan,15477,0,577,0,4918,0,9982,308,190030,3.7,31.8
Poland,15200,153,756,1,5184,322,9260,160,425994,5.0,34.1
Romania,14499,0,898,10,6144,0,7457,234,226613,6.2,42.4
Ukraine,14195,504,361,21,2706,310,11128,178,159155,2.5,19.1
Bangladesh,13134,709,206,7,1910,0,11018,1,111454,1.6,14.5
Indonesia,13112,336,943,13,2494,113,9675,0,134151,7.2,19.0
South Korea,10822,12,256,0,9484,65,1082,55,654863,2.4,87.6
Philippines,10463,120,696,11,1734,116,8033,31,144583,6.7,16.6
Denmark,10270,0,514,0,7896,0,1860,43,284480,5.0,76.9
Serbia,9848,0,206,0,2160,0,7482,46,122995,2.1,21.9
Colombia,9456,0,407,0,2300,0,6749,129,135352,4.3,24.3
Dominican Republic,9095,0,373,0,2064,0,6658,133,36959,4.1,22.7
South Africa,8232,0,161,0,3153,0,4918,36,292153,2.0,38.3
Czechia,8034,3,270,0,4372,1,3392,52,293992,3.4,54.4
Norway,8034,0,217,0,32,0,7785,27,191946,2.7,0.4
Egypt,7981,0,482,0,1887,0,5612,41,90000,6.0,23.6
Panama,7868,137,225,7,886,27,6757,85,39093,2.9,11.3
Australia,6914,18,97,0,6079,39,738,20,736655,1.4,87.9
Kuwait,6567,0,44,0,2381,0,4142,91,196397,0.7,36.3
Malaysia,6535,68,107,0,4864,88,1564,18,231019,1.6,74.4
Finland,5673,0,255,0,3500,0,1918,44,112100,4.5,61.7
Morocco,5548,0,183,0,2179,0,3186,1,56492,3.3,39.3
Argentina,5371,163,282,9,1601,0,3488,148,75198,5.3,29.8
Algeria,5182,0,483,0,2323,0,2376,22,6500,9.3,44.8
Kazakhstan,4753,175,31,1,1582,64,3140,31,371126,0.7,33.3
Moldova,4605,0,145,0,1747,0,2713,237,20447,3.1,37.9
Bahrain,4199,0,8,0,2000,0,2191,4,166378,0.2,47.6
Luxembourg,3859,0,100,0,3505,0,254,21,51883,2.6,90.8
Afghanistan,3563,0,106,0,468,0,2989,7,14389,3.0,13.1
Nigeria,3526,0,107,0,601,0,2818,4,22492,3.0,17.0
Hungary,3178,28,392,9,865,64,1921,74,99058,12.3,27.2
Oman,3112,154,15,0,1025,45,2072,17,50000,0.5,32.9
Ghana,3091,0,18,0,303,0,2770,4,135902,0.6,9.8
Armenia,3029,145,43,1,1218,33,1768,10,29205,1.4,40.2
Thailand,3000,8,55,0,2784,12,161,61,227860,1.8,92.8
Greece,2678,0,148,0,1374,0,1156,33,90043,5.5,51.3
Iraq,2543,0,102,0,1626,0,815,0,120604,4.0,63.9
Uzbekistan,2314,16,10,0,1721,65,583,8,325000,0.4,74.4
Cameroon,2267,0,108,0,1002,0,1157,12,0,4.8,44.2
Azerbaijan,2204,0,28,0,1551,0,625,18,175910,1.3,70.4
Croatia,2125,0,86,0,1641,0,398,14,41938,4.0,77.2
Bolivia,2081,195,102,11,219,21,1760,3,7651,4.9,10.5
Bosnia and Herzegovina,2027,0,90,0,954,0,983,4,38187,4.4,47.1
Guinea,1927,0,11,0,629,0,1287,0,0,0.6,32.6
Bulgaria,1865,36,84,0,401,17,1380,43,54328,4.5,21.5
Iceland,1801,0,10,0,1755,0,36,0,51663,0.6,97.4
Cuba,1729,0,73,0,1031,0,625,8,61613,4.2,59.6
Estonia,1725,5,56,0,704,431,965,4,61767,3.2,40.8
Honduras,1685,224,105,6,154,22,1426,10,5653,6.2,9.1
North Macedonia,1572,0,89,0,1079,0,404,21,18168,5.7,68.6
Ivory Coast,1571,55,20,2,742,21,809,0,12312,1.3,47.2
Senegal,1492,0,13,0,562,0,917,6,18969,0.9,37.7
New Zealand,1490,1,21,0,1347,15,122,3,175835,1.4,90.4
Slovakia,1455,10,26,0,905,99,524,4,114461,1.8,62.2
Slovenia,1449,0,99,0,247,0,1103,13,59978,6.8,17.0
Lithuania,1436,3,49,0,765,26,622,17,172191,3.4,53.3
Djibouti,1133,0,3,0,799,0,331,0,14751,0.3,70.5
Hong Kong,1045,0,4,0,960,16,81,1,154989,0.4,91.9
Tunisia,1026,1,44,1,600,9,382,22,25967,4.3,58.5
Sudan,930,0,52,0,92,0,786,0,0,5.6,9.9
Somalia,928,0,44,0,106,0,778,2,0,4.7,11.4
Latvia,928,19,18,0,464,0,446,2,73016,1.9,50.0
Kyrgyzstan,906,11,12,0,650,13,244,13,59490,1.3,71.7
Congo (Kinshasa),897,34,36,0,119,16,742,0,0,4.0,13.3
Cyprus,889,0,15,0,400,0,474,15,70811,1.7,45.0
Kosovo,861,0,27,0,562,0,272,0,0,3.1,65.3
Mayotte,854,0,10,0,352,0,492,7,4000,1.2,41.2
Albania,850,8,31,0,620,15,199,7,10044,3.6,72.9
Guatemala,832,34,23,2,90,4,719,5,7200,2.8,10.8
Sri Lanka,824,1,9,0,240,8,575,1,32078,1.1,29.1
Lebanon,784,0,25,0,220,0,539,43,46677,3.2,28.1
Niger,781,0,42,0,586,0,153,0,5432,5.4,75.0
Costa Rica,765,0,6,0,445,0,314,6,15140,0.8,58.2
Andorra,752,0,47,0,526,0,179,14,1673,6.2,69.9
El Salvador,742,47,15,0,257,12,470,4,37306,2.0,34.6
Burkina Faso,736,0,48,0,562,0,126,0,0,6.5,76.4
Cruise Ship,712,0,13,0,645,0,54,4,0,1.8,90.6
Uruguay,684,0,17,0,492,0,175,9,25698,2.5,71.9
Mali,650,0,32,0,271,0,347,0,2172,4.9,41.7
Maldives,648,0,3,0,20,0,625,2,9863,0.5,3.1
Georgia,623,8,10,1,288,13,325,6,25861,1.6,46.2
San Marino,622,0,41,0,106,0,475,4,2777,6.6,17.0
Kenya,607,0,29,0,197,0,381,1,25861,4.8,32.5
Guinea-Bissau,564,0,2,0,25,0,537,0,1500,0.4,4.4
