countries,infected,infected_today,deaths,deaths_today,recovered,recovered_today,active,critical,tests,death_rate,recovery_rate
United States,643508,31431,28506,2518,48679,10004,566323,13487,3258424,4.4,7.6
Spain,177644,3584,18708,453,70853,3349,88083,7371,650755,10.5,39.9
Italy,165155,2667,21645,578,38092,962,105418,3079,1117404,13.1,23.1
France,147863,4560,17167,1438,30955,2150,99741,6457,333807,11.6,20.9
Germany,134753,2543,3804,309,72600,4400,58349,4288,1728357,2.8,53.9
United Kingdom,99445,4638,12893,765,363,45,86189,1559,398916,13.0,0.4
China,83292,5,3346,1,78276,95,1670,113,0,4.0,94.0
Iran,76389,1512,4777,94,49933,1804,21679,3643,299204,6.3,65.4
Turkey,69392,4281,1518,115,5674,875,62200,1820,477716,2.2,8.2
Belgium,33573,2454,4440,283,7107,239,22026,1204,128132,13.2,21.2
Brazil,28610,3348,1757,225,14026,10980,12827,296,62985,6.1,49.0
Canada,28379,1482,1010,112,8937,765,18432,557,462353,3.6,31.5
Netherlands,28299,736,3144,190,294,7,24861,1279,140845,11.1,1.0
Switzerland,26336,400,1239,65,15400,1700,9697,386,199000,4.7,58.5
Russia,24490,3388,198,28,1986,292,22306,8,1517992,0.8,8.1
Portugal,18091,643,599,32,383,36,17109,208,208314,3.3,2.1
Austria,14350,124,393,9,8098,465,5859,232,156801,2.7,56.4
Ireland,12547,1068,444,38,77,52,12026,158,90646,3.5,0.6
Israel,12501,455,130,7,2563,368,9808,180,117339,1.0,20.5
India,12322,835,405,12,1432,73,10485,0,244893,3.3,11.6
Sweden,11927,482,1203,170,381,0,10343,954,74600,10.1,3.2
Peru,11475,1172,254,24,3108,239,8113,146,109385,2.2,27.1
South Korea,10591,27,225,3,7616,82,2750,55,534552,2.1,71.9
Chile,8273,356,94,2,2937,291,5242,389,91873,1.1,35.5
Japan,8100,455,146,3,853,54,7101,152,89551,1.8,10.5
Ecuador,7858,255,388,19,780,84,6690,135,26093,4.9,9.9
Poland,7582,380,286,23,668,50,6628,160,156493,3.8,8.8
Romania,7216,337,372,21,1217,166,5627,245,74827,5.2,16.9
Denmark,6865,170,309,10,2914,236,3642,89,77712,4.5,42.4
Norway,6740,117,150,11,32,0,6558,64,130216,2.2,0.5
Australia,6447,47,63,1,3686,88,2698,76,371377,1.0,57.2
Pakistan,6383,546,111,15,1446,68,4826,46,73439,1.7,22.7
Czechia,6301,190,166,5,819,177,5316,84,137672,2.6,13.0
Saudi Arabia,5862,493,79,6,931,42,4852,71,150000,1.3,15.9
Philippines,5453,230,349,14,353,58,4751,1,45486,6.4,6.5
Mexico,5399,385,406,74,2125,161,2868,207,40091,7.5,39.4
United Arab Emirates,5365,432,33,5,1034,101,4298,1,767000,0.6,19.3
Indonesia,5136,297,469,10,446,20,4221,0,36000,9.1,8.7
Malaysia,5072,85,83,1,2647,169,2342,56,87183,1.6,52.2
Serbia,4873,408,99,5,400,0,4374,128,26278,2.0,8.2
Ukraine,3764,392,108,10,143,24,3513,45,39084,2.9,3.8
Belarus,3728,447,36,3,203,0,3489,68,76198,1.0,5.4
Qatar,3711,283,7,0,406,33,3298,37,54484,0.2,10.9
Singapore,3699,447,10,0,652,41,3037,29,72680,0.3,17.6
Dominican Republic,3614,328,189,6,208,46,3217,143,9275,5.2,5.8
Panama,3574,102,95,1,72,11,3407,106,16053,2.7,2.0
Luxembourg,3373,66,69,2,526,26,2778,33,30723,2.0,15.6
Finland,3237,76,72,8,300,0,2865,75,48828,2.2,9.3
Colombia,3105,126,131,4,452,98,2522,106,45423,4.2,14.6
Thailand,2643,30,43,2,1497,92,1103,61,100498,1.6,56.6
South Africa,2506,91,34,7,410,0,2062,7,90515,1.4,16.4
Egypt,2505,155,183,5,589,0,1733,0,25000,7.3,23.5
Argentina,2443,166,111,9,596,37,1736,117,24374,4.5,24.4
Greece,2192,22,102,1,269,0,1821,72,50771,4.7,12.3
Algeria,2160,90,336,10,708,17,1116,60,3359,15.6,32.8
Moldova,2049,115,46,6,171,37,1832,80,6271,2.2,8.3
Morocco,2024,136,127,1,229,12,1668,1,10392,6.3,11.3
Croatia,1741,37,33,2,473,58,1235,31,19256,1.9,27.2
Iceland,1727,7,8,0,1077,88,642,8,37386,0.5,62.4
Bahrain,1671,143,7,0,663,18,1001,3,72647,0.4,39.7
Hungary,1579,67,134,12,192,70,1253,58,37326,8.5,12.2
Iraq,1415,15,79,1,812,46,524,0,46135,5.6,57.4
Kuwait,1405,50,3,0,206,30,1196,31,0,0.2,14.7
Estonia,1400,27,35,4,117,2,1248,10,33967,2.5,8.4
New Zealand,1386,20,9,0,728,100,649,3,66499,0.6,52.5
Uzbekistan,1302,137,4,0,107,8,1191,8,70000,0.3,8.2
Kazakhstan,1295,63,16,2,240,37,1039,20,81359,1.2,18.5
Azerbaijan,1253,56,13,0,404,53,836,24,75397,1.0,32.2
Slovenia,1248,28,61,5,165,13,1022,34,37114,4.9,13.2
Bangladesh,1231,219,50,4,49,7,1132,1,14868,4.1,4.0
Armenia,1111,44,17,1,297,32,797,30,9095,1.5,26.7
Bosnia and Herzegovina,1110,27,41,1,253,17,816,4,13339,3.7,22.8
Lithuania,1091,21,30,1,138,37,923,14,44677,2.7,12.6
Hong Kong,1017,4,4,0,459,25,554,10,116273,0.4,45.1
North Macedonia,974,66,45,1,98,12,831,15,9262,4.6,10.1
Oman,910,97,4,0,131,1,775,3,0,0.4,14.4
Slovakia,863,28,6,4,151,38,706,5,31491,0.7,17.5
Cameroon,848,0,17,3,165,35,666,0,0,2.0,19.5
Cuba,814,48,24,3,151,19,639,15,20451,2.9,18.6
Afghanistan,784,70,25,2,43,3,716,0,0,3.2,5.5
Tunisia,780,33,35,1,43,0,702,89,13137,4.5,5.5
Bulgaria,747,34,36,1,105,24,606,31,18502,4.8,14.1
Cyprus,715,20,12,0,65,0,638,8,17923,1.7,9.1
Cruise Ship,712,0,12,0,639,0,61,7,0,1.7,89.7
Andorra,673,14,33,2,169,41,471,17,1673,4.9,25.1
Latvia,666,9,5,0,44,28,617,3,29896,0.8,6.6
Lebanon,658,17,21,0,85,5,552,30,17260,3.2,12.9
Ivory Coast,654,16,6,0,146,32,502,0,0,0.9,22.3
Ghana,641,5,8,0,83,66,550,2,50719,1.2,12.9
Costa Rica,626,8,4,1,67,1,555,11,9089,0.6,10.7
Niger,584,14,14,0,90,0,480,0,4427,2.4,15.4
Burkina Faso,542,14,32,2,226,49,284,0,0,5.9,41.7
Albania,494,19,25,1,251,3,218,5,4558,5.1,50.8
Uruguay,493,1,9,1,272,12,212,13,10448,1.8,55.2
Kyrgyzstan,449,19,5,0,78,7,366,5,26147,1.1,17.4
Channel Islands,447,7,15,2,69,21,363,0,3320,3.4,15.4
Djibouti,435,72,2,0,71,18,362,0,5936,0.5,16.3
Honduras,419,12,31,5,9,2,379,10,1600,7.4,2.1
Nigeria,407,34,12,1,128,29,267,2,5000,2.9,31.4
Guinea,404,41,1,1,31,0,372,0,0,0.2,7.7
Jordan,401,4,7,0,250,15,144,5,20500,1.7,62.3
Malta,399,6,3,0,44,0,352,4,20139,0.8,11.0
Bolivia,397,43,28,0,7,1,362,3,2185,7.1,1.8
Taiwan,395,2,6,0,137,13,252,0,49748,1.5,34.7
San Marino,393,21,36,0,53,0,304,15,846,9.2,13.5
Réunion,391,0,0,0,237,197,154,3,0,0.0,60.6
Kosovo,387,104,8,1,66,8,313,0,0,2.1,17.1
West Bank and Gaza,374,66,2,0,63,1,309,0,0,0.5,16.8
Palestine,374,66,2,0,63,1,309,0,17329,0.5,16.8
Mauritius,324,0,9,0,65,14,250,3,8279,2.8,20.1
Senegal,314,15,2,0,190,7,122,1,0,0.6,60.5
Georgia,306,6,3,0,71,2,232,6,5027,1.0,23.2
Montenegro,288,5,4,0,55,9,229,7,3874,1.4,19.1
Vietnam,267,1,0,0,171,2,96,8,135938,0.0,64.0
Isle of Man,256,2,4,2,151,10,101,13,2175,1.6,59.0
Congo (Kinshasa),254,13,21,1,21,1,212,0,0,8.3,8.3
Sri Lanka,238,5,7,0,63,2,168,1,4768,2.9,26.5
Kenya,225,9,10,1,53,12,162,2,9630,4.4,23.6
