countries,infected,infected_today,deaths,deaths_today,recovered,recovered_today,active,critical,tests,death_rate,recovery_rate
United States,738923,1058,39085,123,68285,632,631553,13551,3722209,5.3,9.2
Spain,195944,1528,20639,0,77357,2560,97948,7371,930230,10.5,39.5
Italy,175925,0,23227,0,44927,0,107771,2733,1305833,13.2,25.5
France,151793,0,19323,0,35983,0,96487,5833,463662,12.7,23.7
Germany,143724,249,4538,61,88000,2600,51186,2922,1728357,3.2,61.2
United Kingdom,115277,3,15497,0,406,0,99374,1559,460437,13.4,0.4
China,83740,17,4636,0,77611,33,1493,85,0,5.5,92.7
Turkey,82329,0,1890,0,10453,0,69986,1894,598933,2.3,12.7
Iran,80868,0,5031,0,55987,0,19850,3513,330137,6.2,69.2
Russia,42853,6060,361,48,3291,234,39201,8,1940000,0.8,7.7
Belgium,38496,1313,5683,230,8757,409,24056,1081,153778,14.8,22.7
Brazil,36925,203,2372,11,14026,0,20527,6634,62985,6.4,38.0
Canada,34333,30,1520,50,11207,0,21606,557,516216,4.4,32.6
Netherlands,31749,0,3612,0,306,0,27831,1279,154911,11.4,1.0
Switzerland,27404,0,1368,0,17100,0,8936,386,216400,5.0,62.4
Portugal,19685,0,687,0,610,0,18388,228,235878,3.5,3.1
India,16365,643,521,0,2466,3,13378,0,372123,3.2,15.1
Ireland,14758,0,571,0,77,0,14110,294,90646,3.9,0.5
Austria,14675,4,443,0,10501,287,3731,204,179243,3.0,71.6
Peru,14420,0,348,0,6684,0,7388,117,135895,2.4,46.4
Sweden,13822,0,1511,0,550,0,11761,1054,74600,10.9,4.0
Israel,13362,97,171,7,3564,108,9627,156,187250,1.3,26.7
South Korea,10661,8,234,2,8042,105,2385,55,559109,2.2,75.4
Japan,10296,0,222,0,1069,0,9005,221,111325,2.2,10.4
Chile,9730,0,126,0,4035,0,5569,360,108891,1.3,41.5
Poland,9082,340,350,3,1040,59,7692,160,192960,3.9,11.5
Ecuador,9022,0,456,0,1008,0,7558,168,30922,5.1,11.2
Romania,8746,328,434,13,1892,162,6420,256,93611,5.0,21.6
Saudi Arabia,8274,0,92,0,1329,0,6853,78,150000,1.1,16.1
Pakistan,7993,355,159,16,1868,36,5966,46,98522,2.0,23.4
Mexico,7497,622,650,104,2627,502,4220,207,49167,8.7,35.0
Denmark,7427,1,346,0,4023,3,3058,76,91437,4.7,54.2
Norway,7069,33,164,0,32,0,6873,63,139668,2.3,0.5
United Arab Emirates,6781,479,41,4,1286,98,5454,1,767000,0.6,19.0
Czechia,6657,51,181,0,1235,8,5241,84,168096,2.7,18.6
Australia,6606,20,70,0,4230,63,2306,48,420996,1.1,64.0
Singapore,6588,596,11,0,740,0,5837,23,94796,0.2,11.2
Indonesia,6575,327,582,47,686,55,5307,0,42219,8.9,10.4
Philippines,6259,172,409,12,572,56,5278,1,59928,6.5,9.1
Serbia,5994,0,117,0,637,0,5240,126,36028,2.0,10.6
