countries,infected,infected_today,deaths,deaths_today,recovered,recovered_today,active,critical,tests,death_rate,recovery_rate
United States,1187233,27803,68566,1175,178263,17595,940404,16139,7188538,5.8,15.0
Spain,247122,1555,25264,164,148558,2325,73300,2386,1932455,10.2,60.1
Italy,210717,1389,28884,174,81654,1740,100179,1501,2153772,13.7,38.8
United Kingdom,187721,4340,28516,315,860,0,158345,1559,1206405,15.2,0.5
France,168693,297,24895,135,50784,222,93014,3819,1100228,14.8,30.1
Germany,165664,697,6866,54,130600,1600,28198,1979,2547052,4.1,78.8
Russia,134687,10633,1280,58,16639,1626,116768,2300,4100000,1.0,12.4
Turkey,126045,1670,3397,61,63151,4892,59497,1424,1135367,2.7,50.1
Brazil,101147,4588,7025,275,42991,2054,51131,8318,339552,6.9,42.5
Iran,97424,976,6203,47,78422,1072,12799,2690,496273,6.4,80.5
China,83744,0,4634,0,78382,0,728,34,0,5.5,93.6
Canada,60445,2576,3794,111,24908,1107,31743,557,893490,6.3,41.2
Belgium,49906,389,7844,79,12309,98,29753,674,423971,15.7,24.7
Peru,45928,3394,1286,86,13550,1116,31092,679,375096,2.8,29.5
India,42505,2806,1391,68,11775,956,29339,0,1046450,3.3,27.7
Netherlands,40671,335,5058,69,81,0,35532,688,225899,12.4,0.2
Switzerland,29905,88,1762,0,24500,300,3643,141,280220,5.9,81.9
Ecuador,29538,2074,1564,193,3300,1168,24674,149,78659,5.3,11.2
Saudi Arabia,27011,1552,184,8,4134,369,22693,139,352555,0.7,15.3
Portugal,25282,92,1043,20,1689,18,22550,144,426836,4.1,6.7
Sweden,22317,235,2679,10,1005,0,18633,403,119500,12.0,4.5
Mexico,22088,1349,2061,89,13447,1070,6580,378,93791,9.3,60.9
Ireland,21506,330,1303,17,13386,0,6817,98,169377,6.1,62.2
Pakistan,20084,1062,457,20,5114,361,14513,111,203025,2.3,25.5
Chile,19663,1228,260,13,10041,469,9362,408,206218,1.3,51.1
Singapore,18205,657,18,1,1408,61,16779,22,143919,0.1,7.7
Belarus,16705,877,99,2,3196,79,13410,92,204239,0.6,19.1
Israel,16208,23,232,3,9749,156,6227,103,397046,1.4,60.1
Austria,15597,39,598,2,13228,48,1771,114,274355,3.8,84.8
Qatar,15551,679,12,0,1664,130,13875,72,104435,0.1,10.7
Japan,14571,266,474,19,3205,230,10892,324,181527,3.3,22.0
United Arab Emirates,14163,564,126,7,2763,99,11274,1,1200000,0.9,19.5
Poland,13693,318,678,14,3945,183,9070,160,375948,5.0,28.8
Romania,13163,431,790,19,4869,322,7504,255,195508,6.0,37.0
Ukraine,11913,502,288,9,1548,50,10077,158,129723,2.4,13.0
Indonesia,11192,349,845,14,1876,211,8471,0,112965,7.6,16.8
South Korea,10793,13,250,0,9183,60,1360,55,630973,2.3,85.1
Denmark,9710,116,484,9,7172,99,2054,62,233799,5.0,73.9
Serbia,9464,102,193,4,1551,125,7720,54,101911,2.0,16.4
Bangladesh,9455,665,177,2,1063,886,8215,1,81434,1.9,11.2
Philippines,9223,295,607,4,1214,90,7402,31,120736,6.6,13.2
Dominican Republic,7954,376,333,7,1606,125,6015,144,30102,4.2,20.2
Norway,7847,38,211,0,32,0,7604,37,172586,2.7,0.4
Czechia,7781,26,248,3,3587,126,3946,62,257678,3.2,46.1
Colombia,7668,383,340,16,1722,56,5606,118,114602,4.4,22.5
Panama,7090,370,197,5,641,19,6252,85,33354,2.8,9.0
Australia,6801,18,95,1,5817,28,889,29,633107,1.4,85.5
South Africa,6783,447,131,8,2549,0,4103,36,245747,1.9,37.6
Egypt,6465,272,429,14,1562,40,4474,0,90000,6.6,24.2
Malaysia,6298,122,105,2,4413,87,1780,27,195833,1.7,70.1
Finland,5254,78,230,10,3000,0,2024,49,102300,4.4,57.1
Kuwait,4983,364,38,5,1776,73,3169,72,196397,0.8,35.6
Morocco,4903,174,174,1,1438,182,3291,1,42112,3.5,29.3
Argentina,4681,149,241,12,1354,34,3086,157,65813,5.1,28.9
Algeria,4474,179,463,4,1936,64,2075,22,6500,10.3,43.3
