countries,infected,infected_today,deaths,deaths_today,recovered,recovered_today,active,critical,tests,death_rate,recovery_rate
United States,1131492,641,65776,47,161563,12,904153,16481,6699878,5.8,14.3
Spain,242988,0,24824,0,142450,0,75714,2500,1528833,10.2,58.6
Italy,207428,0,28236,0,78249,0,100943,1578,2053425,13.6,37.7
United Kingdom,178566,0,27579,0,856,0,150131,1559,1023824,15.4,0.5
France,167346,0,24594,0,50212,0,92540,3878,1100228,14.7,30.0
Germany,164077,0,6736,0,129000,2100,28341,2189,2547052,4.1,78.6
Russia,124054,9623,1222,53,15013,1793,107819,2300,3945518,1.0,12.1
Turkey,122392,0,3258,0,53808,0,65326,1480,1075048,2.7,44.0
Iran,95646,0,6091,0,76318,0,13237,2899,475023,6.4,79.8
Brazil,92202,93,6412,2,38039,0,47751,8318,339552,7.0,41.3
China,83744,1,4634,0,78377,12,733,37,0,5.5,93.6
Canada,56286,4,3536,0,22751,0,29999,557,832222,6.3,40.4
Belgium,49517,485,7765,62,12211,319,29541,689,260996,15.7,24.7
Peru,40459,0,1124,0,11129,0,28206,658,342498,2.8,27.5
Netherlands,39891,0,4895,0,81,0,34915,735,225899,12.3,0.2
India,37336,79,1223,0,10007,0,26106,0,976363,3.3,26.8
Switzerland,29817,112,1754,0,23900,0,4163,167,276000,5.9,80.2
Ecuador,26336,0,1063,0,1913,0,23360,149,71950,4.0,7.3
Portugal,25351,0,1007,0,1647,0,22697,154,409961,4.0,6.5
Saudi Arabia,24097,0,169,0,3555,0,20373,117,326955,0.7,14.8
Sweden,21520,0,2653,0,1005,0,17862,531,119500,12.3,4.7
Ireland,20833,0,1265,0,13386,0,6182,123,153954,6.1,64.3
Mexico,20739,1515,1972,113,12377,954,6390,378,91188,9.5,59.7
Pakistan,18114,22,417,0,4715,364,12982,111,193859,2.3,26.0
Singapore,17548,447,16,0,1268,0,16264,23,143919,0.1,7.2
Chile,17008,0,234,0,9018,0,7756,392,189433,1.4,53.0
Israel,16152,51,227,2,9400,244,6525,107,364467,1.4,58.2
Belarus,15828,911,97,4,3117,199,12614,92,195430,0.6,19.7
Austria,15531,0,589,0,13110,0,1832,124,269619,3.8,84.4
Japan,14305,217,455,25,2975,515,10875,328,174150,3.2,20.8
Qatar,14096,0,12,0,1436,0,12648,72,97726,0.1,10.2
Poland,13105,0,651,0,3491,0,8963,160,354628,5.0,26.6
United Arab Emirates,13038,0,111,0,2543,0,10384,1,1200000,0.9,19.5
Romania,12567,0,755,11,4328,0,7484,249,183688,6.0,34.4
Ukraine,11411,550,279,7,1498,85,9634,151,122752,2.4,13.1
Indonesia,10843,292,831,31,1665,74,8347,0,102305,7.7,15.4
South Korea,10780,6,250,2,9123,51,1407,55,623069,2.3,84.6
Denmark,9498,0,460,0,6913,0,2125,61,206576,4.8,72.8
Serbia,9205,0,185,0,1379,0,7641,65,91551,2.0,15.0
Philippines,8928,156,603,24,1124,40,7201,31,115012,6.8,12.6
Bangladesh,8790,552,175,5,177,3,8438,1,76066,2.0,2.0
Norway,7783,0,210,0,32,0,7541,37,172586,2.7,0.4
Czechia,7740,3,241,1,3378,6,4121,67,253826,3.1,43.6
Dominican Republic,7288,0,313,0,1387,0,5588,144,25368,4.3,19.0
Colombia,7006,0,314,0,1551,0,5141,118,108950,4.5,22.1
Australia,6783,16,93,0,5789,44,901,28,611583,1.4,85.3
Panama,6720,188,192,4,622,46,5906,85,31895,2.9,9.3
Malaysia,6176,105,103,0,4326,116,1747,31,168784,1.7,70.0
South Africa,5951,0,116,0,2382,0,3453,36,217522,1.9,40.0
Egypt,5895,0,406,0,1460,0,4029,0,90000,6.9,24.8
Finland,5176,125,218,0,3000,0,1958,49,101750,4.2,58.0
Morocco,4569,0,171,0,1083,0,3315,1,37006,3.7,23.7
Argentina,4532,0,225,0,1292,0,3015,157,61530,5.0,28.5
Kuwait,4377,0,30,0,1602,0,2745,70,179000,0.7,36.6
Algeria,4154,0,453,0,1821,0,1880,22,6500,10.9,43.8
Moldova,3980,0,122,0,1272,0,2586,237,11763,3.1,32.0
Luxembourg,3802,0,92,0,3213,0,497,23,44895,2.4,84.5
Kazakhstan,3785,188,25,0,940,18,2820,40,268534,0.7,24.8
Bahrain,3170,0,8,0,1555,0,1607,1,134082,0.3,49.1
Thailand,2966,6,54,0,2732,13,180,61,178083,1.8,92.1
Hungary,2942,79,335,12,625,16,1982,52,79551,11.4,21.2
