countries,infected,infected_today,deaths,deaths_today,recovered,recovered_today,active,critical,tests,death_rate,recovery_rate
United States,1666736,22090,98673,1038,446866,49555,1121197,17125,14363279,5.9,26.8
Brazil,347398,16508,22013,965,142587,7157,182798,8318,735224,6.3,41.0
Russia,335882,9434,3388,139,107936,8111,224558,2300,8402747,1.0,32.1
Spain,282370,466,28678,50,196958,0,56734,1152,3037840,10.2,69.8
United Kingdom,257154,2959,36675,282,0,0,220479,1559,3348507,14.3,0.0
Italy,229327,669,32735,119,138840,2120,57752,572,3391188,14.3,60.5
France,182469,250,28332,43,64547,338,89590,1665,1384633,15.5,35.4
Germany,179986,273,8366,14,159900,900,11720,919,3595059,4.6,88.8
Turkey,155686,1186,4308,32,117602,1491,33776,775,1807673,2.8,75.5
Iran,133521,1869,7359,59,104072,1796,22090,2633,781286,5.5,77.9
India,131423,6629,3868,142,54385,2561,73170,8944,2834798,2.9,41.4
Peru,115754,4056,3373,129,47915,3067,64466,909,788341,2.9,41.4
Canada,83621,1035,6355,14,43305,711,33961,502,1420505,7.6,51.8
China,82971,0,4634,0,78258,3,79,9,0,5.6,94.3
Saudi Arabia,70161,2442,379,15,41236,2233,28546,339,684615,0.5,58.8
Chile,65393,3536,673,43,26546,1204,38174,1062,457332,1.0,40.6
Mexico,62527,2960,6989,479,42725,2068,12813,378,201838,11.2,68.3
Belgium,56810,299,9237,25,15155,32,32418,259,768706,16.3,26.7
Pakistan,52437,1743,1101,34,16653,1452,34683,111,460692,2.1,31.8
Netherlands,45064,176,5811,23,0,0,39253,227,313755,12.9,0.0
Qatar,42213,1732,21,2,8513,620,33679,177,184794,0.0,20.2
Ecuador,36258,430,3096,40,3557,0,29605,208,105462,8.5,9.8
Belarus,35244,941,194,4,13528,695,21522,92,434618,0.6,38.4
Sweden,33188,379,3992,67,4971,0,24225,265,209900,12.0,15.0
Bangladesh,32078,1873,452,20,6486,296,25140,1,234675,1.4,20.2
Singapore,31068,642,23,0,13882,887,17163,8,294414,0.1,44.7
Switzerland,30725,18,1905,2,28000,100,820,51,367037,6.2,91.1
Portugal,30471,271,1302,13,7705,115,21464,80,689705,4.3,25.3
United Arab Emirates,28704,812,244,3,14495,697,13965,1,1600923,0.9,50.5
Ireland,24582,76,1604,12,21060,0,1918,54,295626,6.5,85.7
Indonesia,21745,949,1351,25,5249,192,15145,0,239740,6.2,24.1
South Africa,21343,1218,407,10,10104,0,10832,119,564370,1.9,47.3
Poland,20931,312,993,11,8977,246,10961,160,750939,4.7,42.9
Ukraine,20580,432,605,17,6929,344,13046,256,277712,2.9,33.7
Kuwait,20464,900,148,10,5747,232,14569,192,268154,0.7,28.1
Colombia,20177,1046,705,23,4718,143,14754,136,235948,3.5,23.4
Romania,17857,145,1176,10,11187,410,5494,196,361566,6.6,62.6
Israel,16712,22,279,0,14090,175,2343,47,536306,1.7,84.3
Japan,16536,23,808,12,13244,239,2484,174,268477,4.9,80.1
Egypt,16513,727,735,28,4628,254,11150,41,135000,4.5,28.0
Austria,16486,50,639,4,15037,32,810,28,396363,3.9,91.2
Dominican Republic,14422,433,458,2,7854,282,6110,113,65355,3.2,54.5
Philippines,13777,180,863,6,3177,85,9737,81,287294,6.3,23.1
Argentina,11353,704,445,12,3530,468,7378,171,125893,3.9,31.1
Denmark,11289,59,561,0,9836,72,892,19,526285,5.0,87.1
South Korea,11165,23,266,2,10194,32,705,15,814420,2.4,91.3
Serbia,11092,68,238,1,5699,158,5155,12,214212,2.1,51.4
Panama,10577,310,299,4,6279,4,3999,72,56755,2.8,59.4
Afghanistan,9998,782,216,11,1040,44,8742,19,29417,2.2,10.4
Czechia,8890,77,314,2,6044,19,2532,29,394499,3.5,68.0
Bahrain,8802,388,13,1,4465,369,4324,8,276552,0.1,50.7
Norway,8346,14,235,0,7727,0,384,13,229769,2.8,92.6
Algeria,8113,195,592,10,4426,170,3095,22,0,7.3,54.6
Kazakhstan,7919,322,35,0,4214,118,3670,31,635712,0.4,53.2
Nigeria,7526,265,221,0,2174,167,5131,7,43328,2.9,28.9
Morocco,7406,74,198,1,4638,261,2570,1,133561,2.7,62.6
Oman,7257,463,36,2,1848,27,5373,31,72000,0.5,25.5
Malaysia,7185,48,115,0,5912,53,1158,9,500469,1.6,82.3
Australia,7111,16,102,1,6494,15,515,5,1192262,1.4,91.3
Moldova,6994,147,242,5,3452,83,3300,286,40565,3.5,49.4
Ghana,6617,131,31,0,1978,27,4608,16,193705,0.5,29.9
Finland,6568,31,306,0,4800,0,1462,21,165600,4.7,73.1
Armenia,6302,374,77,3,2936,62,3289,10,49080,1.2,46.6
Bolivia,5579,392,230,15,575,14,4774,3,14803,4.1,10.3
Cameroon,4400,0,159,0,1822,0,2419,28,0,3.6,41.4
Iraq,4272,308,152,5,2585,53,1535,0,181882,3.6,60.5
Luxembourg,3990,9,109,0,3758,10,123,8,66653,2.7,94.2
Azerbaijan,3982,127,49,3,2506,107,1427,42,265067,1.2,62.9
Hungary,3713,35,482,6,1655,68,1576,21,159260,13.0,44.6
Honduras,3477,273,167,11,439,42,2871,13,11820,4.8,12.6
Sudan,3378,0,137,0,372,0,2869,0,394,4.1,11.0
Guinea,3176,109,20,1,1631,56,1525,24,13726,0.6,51.4
Uzbekistan,3115,87,13,0,2532,40,570,4,460000,0.4,81.3
Thailand,3040,3,56,0,2916,6,68,61,328073,1.8,95.9
Senegal,2976,67,34,1,1416,105,1526,6,34082,1.1,47.6
Greece,2876,2,171,2,1374,0,1331,20,152998,5.9,47.8
Guatemala,2743,231,51,3,222,0,2470,5,25464,1.9,8.1
Tajikistan,2738,187,44,0,1223,134,1471,0,0,1.6,44.7
Bulgaria,2408,36,126,1,808,39,1474,29,73210,5.2,33.6
Bosnia and Herzegovina,2391,19,141,0,1662,48,588,4,58694,5.9,69.5
Ivory Coast,2366,25,30,1,1188,42,1148,0,22233,1.3,50.2
Djibouti,2270,0,10,0,1064,0,1196,0,22097,0.4,46.9
Croatia,2243,0,99,0,2023,12,121,6,60864,4.4,90.2
Congo (Kinshasa),2025,80,63,0,312,0,1650,0,0,3.1,15.4
North Macedonia,1941,20,113,1,1411,24,417,21,24762,5.8,72.7
Gabon,1934,206,12,0,459,57,1463,10,9908,0.6,23.7
Cuba,1931,15,81,0,1671,40,179,4,92629,4.2,86.5
Estonia,1821,14,64,0,1526,18,231,2,75249,3.5,83.8
El Salvador,1819,94,33,0,570,8,1216,25,70225,1.8,31.3
Iceland,1804,1,10,0,1791,0,3,0,58225,0.6,99.3
Lithuania,1616,12,63,2,1135,24,418,17,264882,3.9,70.2
Somalia,1594,0,61,0,204,0,1329,2,0,3.8,12.8
Mayotte,1521,0,19,0,894,0,608,11,5200,1.2,58.8
Slovakia,1504,1,28,0,1280,24,196,1,156765,1.9,85.1
New Zealand,1504,0,21,0,1455,0,28,1,255850,1.4,96.7
Slovenia,1468,0,106,0,1340,0,22,4,75110,7.2,91.3
Kyrgyzstan,1365,15,14,0,957,18,394,5,98281,1.0,70.1
Maldives,1313,39,4,0,128,19,1181,9,11775,0.3,9.7
Kenya,1192,31,50,0,380,0,762,1,57650,4.2,31.9
Guinea-Bissau,1114,0,6,0,42,0,1066,0,1500,0.5,3.8
Lebanon,1097,11,26,0,667,4,404,4,71814,2.4,60.8
Sri Lanka,1089,21,9,0,660,40,420,1,51094,0.8,60.6
Hong Kong,1066,0,4,0,1029,0,33,1,202930,0.4,96.5
Tunisia,1048,2,47,0,903,20,98,3,46628,4.5,86.2
Latvia,1046,16,22,0,712,0,312,2,97846,2.1,68.1
Mali,1015,46,63,1,574,14,378,0,3483,6.2,56.6
Albania,989,8,31,0,783,6,175,5,13133,3.1,79.2
Equatorial Guinea,960,0,11,0,165,0,784,0,854,1.1,17.2
Venezuela,944,0,10,0,262,0,672,2,735426,1.1,27.8
Niger,943,6,61,1,775,11,107,0,5989,6.5,82.2
Cyprus,927,0,17,0,594,33,316,10,99733,1.8,64.1
Zambia,920,0,7,0,336,0,577,1,20011,0.8,36.5
Costa Rica,918,7,10,0,607,7,301,4,22910,1.1,66.1
Paraguay,850,12,11,0,298,34,541,0,23805,1.3,35.1
Burkina Faso,814,0,52,0,672,0,90,0,0,6.4,82.6
Haiti,812,78,25,0,22,1,765,0,2582,3.1,2.7
Andorra,762,0,51,0,653,1,58,3,3750,6.7,85.7
Uruguay,753,0,20,0,603,0,130,5,37178,2.7,80.1
Georgia,728,5,12,0,509,14,207,6,45707,1.6,69.9
Cruise Ship,712,0,13,0,651,0,48,4,0,1.8,91.4
Jordan,704,4,9,0,470,9,225,5,161722,1.3,66.8
San Marino,665,4,42,1,266,12,357,1,3968,6.3,40.0
South Sudan,655,92,8,2,6,0,641,0,3356,1.2,0.9
Chad,648,37,60,2,204,8,384,0,0,9.3,31.5
Sierra Leone,621,15,39,1,241,11,341,0,0,6.3,38.8
Malta,609,9,6,0,473,4,130,1,59511,1.0,77.7
Nepal,584,68,3,0,70,0,511,1,132195,0.5,12.0
Channel Islands,558,0,45,0,515,7,-2,0,5342,8.1,92.3
CAR,552,73,1,1,18,0,533,0,11570,0.2,3.3
Jamaica,544,10,9,0,191,10,344,0,9554,1.7,35.1
Tanzania,509,0,21,0,183,0,305,7,0,4.1,36.0
Ethiopia,494,61,5,0,151,23,338,0,76962,1.0,30.6
Madagascar,488,40,2,0,138,3,348,4,5670,0.4,28.3
Congo (Brazzaville),487,18,16,0,147,10,324,0,0,3.3,30.2
Réunion,452,3,1,0,411,0,40,2,17200,0.2,90.9
Taiwan,441,0,7,0,411,3,23,0,70526,1.6,93.2
Palestine,423,0,3,1,348,2,72,0,44876,0.7,82.3
Togo,373,10,12,0,133,12,228,0,15987,3.2,35.7
Cabo Verde,371,9,3,0,142,47,226,0,1307,0.8,38.3
Isle of Man,336,0,24,0,303,0,9,2,4454,7.1,90.2
Mauritius,332,0,10,0,322,0,0,0,101052,3.0,97.0
Rwanda,325,4,0,0,227,5,98,0,57077,0.0,69.8
Vietnam,324,0,0,0,267,0,57,2,275000,0.0,82.4
Montenegro,324,0,9,0,314,0,1,0,10167,2.8,96.9
Nicaragua,279,0,17,0,199,0,63,0,0,6.1,71.3
French Guiana,279,18,1,0,143,2,135,0,0,0.4,51.3
Liberia,255,6,26,2,136,0,93,0,0,10.2,53.3
Sao Tome and Principe,251,0,8,0,4,0,239,0,175,3.2,1.6
Eswatini,238,13,2,0,119,0,117,0,4994,0.8,50.0
Mauritania,227,27,6,0,7,0,214,0,2583,2.6,3.1
Yemen,212,3,39,6,11,0,162,0,120,18.4,5.2
Myanmar,201,2,6,0,120,4,75,0,17875,3.0,59.7
Uganda,198,23,0,0,68,0,130,0,83788,0.0,34.3
Martinique,197,0,14,0,91,0,92,0,0,7.1,46.2
Faroe Islands,187,0,0,0,187,0,0,0,9084,0.0,100.0
Mozambique,168,4,0,0,48,0,120,0,7947,0.0,28.6
Guadeloupe,156,0,13,0,115,0,28,3,3573,8.3,73.7
Gibraltar,152,1,0,0,147,0,5,0,6101,0.0,96.7
Mongolia,141,0,0,0,30,2,111,27,12341,0.0,21.3
Brunei,141,0,1,0,136,0,4,2,18411,0.7,96.5
Benin,135,0,3,0,61,0,71,0,26792,2.2,45.2
Cayman Islands,129,0,1,0,61,0,67,0,8426,0.8,47.3
Bermuda,128,0,9,0,81,0,38,2,6133,7.0,63.3
Guyana,127,0,10,0,57,0,60,3,1366,7.9,44.9
Cambodia,124,1,0,0,122,0,2,1,16007,0.0,98.4
Trinidad and Tobago,116,0,8,0,108,0,0,0,2866,6.9,93.1
Aruba,101,0,3,0,95,0,3,3,2063,3.0,94.1
Monaco,98,1,4,0,90,0,4,1,0,4.1,91.8
Bahamas,97,0,11,0,45,1,41,1,1910,11.3,46.4
Barbados,92,2,7,0,70,0,15,4,4664,7.6,76.1
