countries,infected,infected_today,deaths,deaths_today,recovered,recovered_today,active,critical,tests,death_rate,recovery_rate
United States,1238040,1053,72284,43,200669,985,965087,16179,7727938,5.8,16.2
Spain,250561,0,25613,0,154718,0,70230,2254,1932455,10.2,61.7
Italy,213013,0,29315,0,85231,0,98467,1427,2246666,13.8,40.0
United Kingdom,196120,1,29497,-1,864,0,165759,1559,1383842,15.0,0.4
France,170551,0,25531,0,52736,0,92284,3430,1100228,15.0,30.9
Germany,167007,0,6993,0,137400,2300,22614,1937,2547052,4.2,82.3
Russia,165929,10559,1537,86,21327,1462,143065,2300,4633731,0.9,12.9
Turkey,129491,0,3520,0,73285,0,52686,1338,1204421,2.7,56.6
Brazil,115953,1238,7958,37,48221,0,59774,8318,339552,6.9,41.6
Iran,99970,0,6340,0,80475,0,13155,2685,519543,6.3,80.5
China,83753,2,4634,0,78689,48,430,26,0,5.5,94.0
Canada,63158,8,4189,4,26993,55,31976,502,940567,6.6,42.7
Peru,51189,0,1444,0,15413,0,34332,709,406579,2.8,30.1
Belgium,50781,272,8339,323,12731,290,29711,646,474176,16.4,25.1
India,49436,36,1695,2,14183,41,33558,0,1276781,3.4,28.7
Netherlands,41188,0,5170,0,82,0,35936,644,235909,12.6,0.2
Ecuador,31881,0,1569,0,3433,0,26879,159,80171,4.9,10.8
Saudi Arabia,30251,0,200,0,5431,0,24620,143,376607,0.7,18.0
Switzerland,30009,0,1795,0,25400,0,2814,121,286403,6.0,84.6
Mexico,26025,1120,2507,236,16810,872,6708,378,100041,9.6,64.6
Portugal,25702,0,1074,0,1743,0,22885,134,469435,4.2,6.8
Sweden,23216,0,2854,0,4074,0,16288,435,148500,12.3,17.5
Pakistan,22550,501,526,12,6217,416,15807,111,232582,2.3,27.6
Chile,22016,0,275,0,10710,0,11031,470,222095,1.2,48.6
Ireland,21983,0,1339,0,13386,0,7258,93,214761,6.1,60.9
Singapore,20198,788,18,0,1519,0,18661,24,143919,0.1,7.5
Belarus,19255,905,112,5,4388,617,14755,92,220045,0.6,22.8
Qatar,17142,0,12,0,1924,0,15206,72,109762,0.1,11.2
Israel,16314,25,238,0,10527,62,5549,90,417100,1.5,64.5
Austria,15684,34,608,2,13639,177,1437,97,292254,3.9,87.0
Japan,15253,175,556,20,4496,340,10201,308,186343,3.6,29.5
United Arab Emirates,15192,0,146,0,3153,0,11893,1,1200000,1.0,20.8
Poland,14647,216,723,7,4655,375,9269,160,394270,4.9,31.8
Romania,13837,0,858,17,5454,0,7525,244,205842,6.2,39.4
Ukraine,13184,487,327,11,2097,222,10760,169,144283,2.5,15.9
Indonesia,12438,367,895,23,2317,120,9226,0,121547,7.2,18.6
Bangladesh,11719,790,186,3,1403,0,10130,1,99646,1.6,12.0
South Korea,10806,2,255,1,9333,50,1218,55,643095,2.4,86.4
Denmark,10125,117,503,0,7481,0,2141,49,270680,5.0,73.9
Philippines,10004,320,658,21,1506,98,7840,31,132689,6.6,15.1
Serbia,9677,0,200,0,1723,0,7754,51,111278,2.1,17.8
Colombia,8613,0,378,0,2013,0,6222,128,127105,4.4,23.4
Dominican Republic,8480,0,354,0,1905,0,6221,144,33377,4.2,22.5
Norway,7955,0,215,0,32,0,7708,27,189657,2.7,0.4
Czechia,7899,3,258,1,4017,11,3624,59,278519,3.3,50.9
South Africa,7572,0,148,0,2746,0,4678,36,268064,2.0,36.3
Panama,7523,136,210,7,823,97,6490,88,36483,2.8,10.9
Egypt,7201,0,452,0,1730,0,5019,0,90000,6.3,24.0
Australia,6875,26,97,0,5975,26,803,27,684615,1.4,86.9
Malaysia,6428,45,107,1,4702,135,1619,22,213220,1.7,73.1
Kuwait,5804,0,40,0,2032,0,3732,90,196397,0.7,35.0
Finland,5573,161,246,0,3500,0,1827,48,108112,4.4,62.8
Morocco,5219,0,181,0,1838,0,3200,1,49570,3.5,35.2
Argentina,5020,133,264,2,1472,0,3284,148,69718,5.3,29.3
Algeria,4838,0,470,0,2067,0,2301,22,6500,9.7,42.7
Moldova,4363,0,136,0,1544,0,2683,237,20447,3.1,35.4
Kazakhstan,4298,93,29,0,1299,20,2970,40,320411,0.7,30.2
Luxembourg,3840,0,96,0,3412,0,332,22,49299,2.5,88.9
Bahrain,3720,0,8,0,1762,0,1950,1,155501,0.2,47.4
Afghanistan,3392,168,104,9,458,37,2830,7,13777,3.1,13.5
Hungary,3111,46,373,10,759,50,1979,50,86743,12.0,24.4
Thailand,2989,1,55,1,2761,14,173,61,227860,1.8,92.4
Nigeria,2950,0,98,0,481,0,2371,4,19512,3.3,16.3
Oman,2903,168,13,0,888,30,2002,17,40459,0.4,30.6
Armenia,2782,163,40,0,1135,24,1607,10,26929,1.4,40.8
Ghana,2719,0,18,0,294,0,2407,4,129461,0.7,10.8
Greece,2642,0,146,0,1374,0,1122,35,83750,5.5,52.0
Iraq,2431,0,102,0,1571,0,758,0,113484,4.2,64.6
Uzbekistan,2217,10,10,0,1547,46,660,8,325000,0.5,69.8
Croatia,2112,0,83,0,1560,0,469,14,39973,3.9,73.9
Cameroon,2104,0,64,0,953,0,1087,12,0,3.0,45.3
Azerbaijan,2060,0,26,0,1508,0,526,18,164481,1.3,73.2
Bosnia and Herzegovina,1946,0,79,0,911,0,956,4,35296,4.1,46.8
Guinea,1811,0,10,0,498,0,1303,0,0,0.6,27.5
Bolivia,1802,121,86,4,187,13,1529,3,7651,4.8,10.4
Iceland,1799,0,10,0,1733,0,56,0,51345,0.6,96.3
Bulgaria,1758,54,82,2,360,18,1316,39,51768,4.7,20.5
Estonia,1713,2,55,0,264,3,1394,4,58955,3.2,15.4
Cuba,1685,0,69,0,954,0,662,8,57711,4.1,56.6
North Macedonia,1526,0,86,0,1013,0,427,21,17359,5.6,66.4
New Zealand,1488,2,21,1,1316,14,151,2,160700,1.4,88.4
Ivory Coast,1464,0,18,0,701,0,745,0,11448,1.2,47.9
Slovenia,1445,0,98,0,244,0,1103,17,57504,6.8,16.9
Slovakia,1429,8,25,0,762,21,642,4,104606,1.7,53.3
Lithuania,1428,5,48,2,718,40,662,17,156493,3.4,50.3
Senegal,1329,0,11,0,470,0,848,6,17787,0.8,35.4
Honduras,1270,92,93,10,122,0,1055,10,5653,7.3,9.6
Djibouti,1120,0,2,0,745,0,373,0,14378,0.2,66.5
Hong Kong,1041,0,4,0,932,12,105,2,154989,0.4,89.5
Tunisia,1022,0,43,0,482,0,497,17,25165,4.2,47.2
Latvia,900,4,17,0,464,116,419,3,68627,1.9,51.6
Cyprus,878,0,15,0,296,0,567,15,66975,1.7,33.7
Kyrgyzstan,871,28,12,1,614,14,245,13,59490,1.4,70.5
Kosovo,856,0,26,0,490,0,340,0,0,3.0,57.2
Somalia,835,0,38,0,75,0,722,2,0,4.6,9.0
Albania,820,0,31,0,570,0,219,7,9276,3.8,69.5
Congo (Kinshasa),797,92,35,1,92,2,670,0,0,4.4,11.5
Sudan,778,0,45,0,70,0,663,0,0,5.8,9.0
Sri Lanka,771,0,9,0,215,2,547,1,29378,1.2,27.9
Guatemala,763,33,19,0,79,0,665,5,7200,2.5,10.4
Niger,763,0,38,0,543,0,182,0,5375,5.0,71.2
Costa Rica,755,0,6,0,413,0,336,5,14121,0.8,54.7
Andorra,751,0,46,0,514,0,191,16,1673,6.1,68.4
Lebanon,741,0,25,0,206,0,510,43,42488,3.4,27.8
Mayotte,739,0,9,0,352,0,378,6,3400,1.2,47.6
Cruise Ship,712,0,13,0,645,0,54,4,0,1.8,90.6
Burkina Faso,688,0,48,0,548,0,92,0,0,7.0,79.7
Uruguay,670,0,17,0,468,0,185,10,23811,2.5,69.9
El Salvador,633,46,14,1,219,18,400,4,33628,2.2,34.6
Mali,612,0,32,0,228,0,352,0,2172,5.2,37.3
Georgia,610,6,9,0,269,29,332,6,20579,1.5,44.1
San Marino,589,0,41,0,92,0,456,5,2538,7.0,15.6
Maldives,573,0,2,0,20,0,551,2,9863,0.3,3.5
Channel Islands,545,1,40,-1,406,0,99,0,5342,7.3,74.5
Kenya,535,0,24,0,182,0,329,2,25861,4.5,34.0
Malta,482,0,5,0,403,0,74,1,36945,1.0,83.6
Tanzania,480,0,16,0,167,0,297,7,0,3.3,34.8
Guinea-Bissau,475,62,2,1,24,5,449,0,1500,0.4,5.1
Jamaica,473,2,9,0,56,7,408,0,5993,1.9,11.8
Jordan,471,0,9,0,375,0,87,5,91666,1.9,79.6
Taiwan,439,1,6,0,339,5,94,0,65589,1.4,77.2
Paraguay,431,0,10,0,135,0,286,7,11913,2.3,31.3
Réunion,425,1,0,0,300,0,125,2,17200,0.0,70.6
Gabon,397,0,6,0,93,0,298,1,724,1.5,23.4
Palestine,371,0,2,0,127,0,242,0,32200,0.5,34.2
West Bank and Gaza,371,0,2,0,127,0,242,0,0,0.5,34.2
Venezuela,367,6,10,0,164,6,193,1,490851,2.7,44.7
Mauritius,332,0,10,0,319,0,3,3,18959,3.0,96.1
Isle of Man,326,0,23,0,271,0,32,19,3459,7.1,83.1
Montenegro,324,0,8,0,261,8,55,2,7816,2.5,80.6
Equatorial Guinea,315,0,3,0,13,0,299,0,854,1.0,4.1
Tajikistan,293,0,5,0,0,0,288,0,0,1.7,0.0
Vietnam,271,0,0,0,232,0,39,8,261004,0.0,85.6
Rwanda,261,0,0,0,129,0,132,0,35992,0.0,49.4
Congo (Brazzaville),236,0,10,0,26,0,200,0,0,4.2,11.0
Sierra Leone,199,0,11,0,43,0,145,0,0,5.5,21.6
Faroe Islands,187,0,0,0,185,0,2,0,8157,0.0,98.9
Cabo Verde,186,0,2,0,37,0,147,0,791,1.1,19.9
Martinique,182,1,14,0,83,0,85,5,0,7.7,45.6
Sao Tome and Principe,174,0,3,0,4,0,167,0,175,1.7,2.3
Liberia,170,0,20,0,58,0,92,0,0,11.8,34.1
Chad,170,0,17,0,43,0,110,0,0,10.0,25.3
Myanmar,161,0,6,0,49,0,106,0,9037,3.7,30.4
Burma,161,0,6,0,49,0,106,0,0,3.7,30.4
Guadeloupe,152,0,13,1,104,6,35,4,0,8.6,68.4
Madagascar,151,0,0,0,101,0,50,1,3861,0.0,66.9
Ethiopia,145,0,4,0,91,0,50,0,25135,2.8,62.8
Gibraltar,144,0,0,0,133,0,11,0,2931,0.0,92.4
Zambia,139,1,4,1,92,0,43,1,7277,2.9,66.2
Brunei,139,1,1,0,131,0,7,2,14754,0.7,94.2
French Guiana,138,5,1,0,111,11,26,2,0,0.7,80.4
Togo,128,0,9,0,74,0,45,0,7896,7.0,57.8
Cambodia,122,0,0,0,120,0,2,1,12611,0.0,98.4
Eswatini,119,0,1,0,12,0,106,0,714,0.8,10.1
Trinidad and Tobago,116,0,8,0,103,1,5,0,2080,6.9,88.8
