countries,infected,infected_today,deaths,deaths_today,recovered,recovered_today,active,critical,tests,death_rate,recovery_rate
United States,1159430,28579,67391,1662,160668,-883,931371,16475,6925119,5.8,13.9
Spain,245567,2579,25100,276,146233,3783,74234,2386,1528833,10.2,59.5
Italy,209328,1900,28710,474,79914,1665,100704,1539,2108837,13.7,38.2
United Kingdom,183381,4815,28201,622,860,4,154320,1559,1129907,15.4,0.5
France,168396,1050,24760,166,50562,350,93074,3827,1100228,14.7,30.0
Germany,164967,890,6812,76,129000,2100,29155,2105,2547052,4.1,78.2
Turkey,124375,1983,3336,78,58259,4451,62780,1445,1111366,2.7,46.8
Russia,124054,9623,1222,53,15013,1793,107819,2300,3945518,1.0,12.1
Brazil,96559,4450,6750,340,40937,2898,48872,8318,339552,7.0,42.4
Iran,96448,802,6156,65,77350,1032,12942,2787,484541,6.4,80.2
China,83744,1,4634,0,78382,17,728,37,0,5.5,93.6
Canada,57869,1587,3683,147,23801,1050,30385,557,832222,6.4,41.1
Belgium,49517,485,7765,62,12211,319,29541,689,260996,15.7,24.7
Peru,42534,2075,1200,76,12434,1305,28900,671,355604,2.8,29.2
Netherlands,40336,445,4989,94,81,0,35266,708,225899,12.4,0.2
India,39699,2442,1323,100,10819,812,27557,0,976363,3.3,27.3
Switzerland,29817,112,1762,8,24200,300,3855,141,276000,5.9,81.2
Ecuador,27464,1128,1371,308,2132,219,23961,149,73929,5.0,7.8
Saudi Arabia,25459,1362,176,7,3765,210,21518,139,339775,0.7,14.8
Portugal,25190,-161,1023,16,1671,24,22496,150,426836,4.1,6.6
Sweden,22082,562,2669,16,1005,0,18408,531,119500,12.1,4.6
Ireland,21176,343,1286,21,13386,0,6504,99,169377,6.1,63.2
Mexico,20739,1515,1972,113,12377,954,6390,378,91188,9.5,59.7
Pakistan,19022,930,437,20,4753,402,13832,111,193859,2.3,25.0
Chile,18435,1427,247,13,9572,554,8616,425,199400,1.3,51.9
Singapore,17548,447,17,1,1347,79,16184,24,143919,0.1,7.7
Israel,16185,84,229,4,9593,437,6363,105,390022,1.4,59.3
Belarus,15828,911,97,4,3117,199,12614,92,195430,0.6,19.7
Austria,15558,27,596,7,13180,70,1782,114,269619,3.8,84.7
Qatar,14872,776,12,0,1534,98,13326,72,101728,0.1,10.3
Japan,14305,217,455,25,2975,515,10875,328,174150,3.2,20.8
United Arab Emirates,13599,561,119,8,2664,121,10816,1,1200000,0.9,19.6
Poland,13375,270,664,13,3762,271,8949,160,366013,5.0,28.1
Romania,12732,165,771,27,4547,219,7414,265,190540,6.1,35.7
Ukraine,11411,550,279,7,1498,85,9634,151,122752,2.4,13.1
Indonesia,10843,292,831,31,1665,74,8347,0,107943,7.7,15.4
South Korea,10780,6,250,2,9123,51,1407,55,623069,2.3,84.6
Denmark,9594,96,475,15,7073,160,2046,60,221912,5.0,73.7
Serbia,9362,157,189,4,1426,47,7747,57,96637,2.0,15.2
Philippines,8928,156,603,24,1124,40,7201,31,115012,6.8,12.6
Bangladesh,8790,552,175,5,177,3,8438,1,76066,2.0,2.0
Norway,7809,26,211,1,32,0,7566,37,172586,2.7,0.4
Czechia,7755,18,245,5,3461,89,4049,67,253826,3.2,44.6
Dominican Republic,7578,290,326,13,1481,94,5771,144,30102,4.3,19.5
Colombia,7285,279,324,10,1666,115,5295,118,108950,4.4,22.9
Australia,6783,16,93,0,5789,44,901,28,611583,1.4,85.3
Panama,6720,188,192,4,622,46,5906,85,31895,2.9,9.3
South Africa,6336,385,123,7,2549,167,3664,36,230686,1.9,40.2
Egypt,6193,298,415,9,1522,62,4256,0,90000,6.7,24.6
Malaysia,6176,105,103,0,4326,116,1747,31,184213,1.7,70.0
Finland,5176,125,220,2,3000,0,1956,52,101800,4.3,58.0
Morocco,4729,160,173,2,1256,173,3300,1,39367,3.7,26.6
Kuwait,4619,242,33,3,1703,101,2883,69,179000,0.7,36.9
Argentina,4532,0,229,4,1320,28,2983,157,63866,5.1,29.1
Algeria,4295,141,459,6,1872,51,1964,22,6500,10.7,43.6
Moldova,4052,72,124,2,1334,62,2594,237,11763,3.1,32.9
Kazakhstan,3857,260,25,0,985,63,2847,41,282862,0.6,25.5
Luxembourg,3812,10,92,0,3318,105,402,23,47460,2.4,87.0
Bahrain,3284,114,8,0,1568,13,1708,1,139354,0.2,47.7
Thailand,2966,6,54,0,2732,13,180,61,178083,1.8,92.1
Hungary,2942,79,335,12,625,16,1982,52,79551,11.4,21.2
Greece,2620,8,143,3,1374,0,1103,37,78207,5.5,52.4
Oman,2483,36,12,1,750,255,1721,17,40459,0.5,30.2
Afghanistan,2469,134,72,4,331,21,2066,7,11068,2.9,13.4
Nigeria,2388,218,85,17,351,0,1952,2,16588,3.6,14.7
Armenia,2273,125,33,0,1010,33,1230,10,23142,1.5,44.4
Iraq,2219,66,95,1,1473,59,651,0,98253,4.3,66.4
Ghana,2169,95,18,1,229,17,1922,4,113497,0.8,10.6
Uzbekistan,2118,32,9,0,1271,59,838,8,242536,0.4,60.0
Croatia,2088,3,77,2,1463,42,548,17,37557,3.7,70.1
Cameroon,2077,245,64,3,953,19,1060,12,0,3.1,45.9
Azerbaijan,1894,40,25,0,1411,46,458,17,152597,1.3,74.5
Bosnia and Herzegovina,1839,58,72,2,779,24,988,4,32783,3.9,42.4
Iceland,1798,0,10,0,1706,17,82,0,50002,0.6,94.9
Estonia,1699,5,53,1,256,3,1390,7,54464,3.1,15.1
Cuba,1611,74,66,2,765,51,780,10,51506,4.1,47.5
Bulgaria,1594,39,72,4,287,11,1235,43,47636,4.5,18.0
Guinea,1586,49,7,0,405,63,1174,0,0,0.4,25.5
North Macedonia,1506,12,82,1,852,45,572,21,16997,5.4,56.6
New Zealand,1485,6,20,1,1263,11,202,0,145589,1.3,85.1
Slovenia,1439,5,94,2,239,6,1106,21,55020,6.5,16.6
