countries,infected,infected_today,deaths,deaths_today,recovered,recovered_today,active,critical,tests,death_rate,recovery_rate
United States,1408039,22777,83366,1607,293358,32734,1031315,16473,9933508,5.9,20.8
Spain,269520,1377,26920,176,180470,2624,62130,1534,2467761,10.0,67.0
Russia,232243,10899,2116,107,43512,3711,186615,2300,5805404,0.9,18.7
United Kingdom,227610,3408,32765,628,937,5,193908,1559,2007146,14.4,0.4
Italy,221216,1402,30911,172,109039,2452,81266,952,2673655,14.0,49.3
France,178225,802,26991,348,57785,1061,93449,2542,1384633,15.1,32.4
Brazil,177602,9271,12404,885,72597,5213,92601,8318,735224,7.0,40.9
Germany,173171,595,7738,77,147200,1583,18233,1539,2755770,4.5,85.0
Turkey,141475,1704,3894,53,98889,3109,38692,1045,1440671,2.8,69.9
Iran,110767,1481,6733,48,88357,935,15677,2713,615477,6.1,79.8
China,83796,1,4634,0,78999,37,163,10,0,5.5,94.3
India,74292,3524,2415,121,24420,1871,47457,0,1759579,3.3,32.9
Canada,72362,1155,5298,184,34042,1048,33022,502,1135984,7.3,47.0
Peru,72059,3237,2057,96,23324,918,46678,797,532169,2.9,32.4
Belgium,53779,330,8761,54,13732,35,31286,465,595531,16.3,25.5
Netherlands,42984,196,5510,54,0,0,37474,463,270351,12.8,0.0
Saudi Arabia,42925,1911,264,9,15257,2520,27404,147,482374,0.6,35.5
Mexico,36327,1305,3573,108,23100,0,9654,378,135116,9.8,63.6
Pakistan,32674,1733,724,57,8555,343,23395,111,305851,2.2,26.2
Chile,31721,1658,335,12,14125,520,17261,494,303340,1.1,44.5
Ecuador,30419,910,2327,182,3433,0,24659,181,85223,7.6,11.3
Switzerland,30380,36,1867,22,26800,0,1713,89,316852,6.1,88.2
Portugal,27913,234,1163,19,3013,464,23737,113,553855,4.2,10.8
Sweden,27272,602,3313,57,4971,0,18988,360,177500,12.1,18.2
Qatar,25149,1526,14,0,3019,179,22116,72,135294,0.1,12.0
Belarus,24873,967,142,7,6974,443,17757,92,284445,0.6,28.0
Singapore,24671,849,21,0,3851,626,20799,20,175604,0.1,15.6
Ireland,23242,107,1488,21,17110,0,4644,72,258808,6.4,73.6
United Arab Emirates,19661,783,203,2,6012,631,13446,1,1500000,1.0,30.6
Poland,16921,595,839,28,6131,315,9951,160,507778,5.0,36.2
Bangladesh,16660,969,250,11,3147,245,13263,1,136638,1.5,18.9
Israel,16529,23,260,2,12083,240,4186,67,469800,1.6,73.1
Ukraine,16023,375,425,17,3373,85,12225,211,187307,2.7,21.1
Austria,15961,79,623,3,14148,87,1190,59,329314,3.9,88.6
Japan,15847,70,633,9,8293,166,6921,267,218204,4.0,52.3
Romania,15778,190,1002,20,7685,440,7091,238,269183,6.4,48.7
Indonesia,14749,484,1007,16,3063,182,10679,0,165128,6.8,20.8
Colombia,12272,659,493,14,2971,146,8808,130,151396,4.0,24.2
South Africa,11350,698,206,0,4357,0,6787,77,369697,1.8,38.4
Philippines,11350,264,751,25,2106,107,8493,31,181668,6.6,18.6
South Korea,10936,27,258,2,9670,38,1008,55,680890,2.4,88.4
Dominican Republic,10900,266,402,9,3221,351,7277,131,42615,3.7,29.6
Denmark,10778,78,527,-6,8767,252,1484,43,334260,4.9,81.3
Kuwait,10277,991,75,10,3101,194,7101,158,196397,0.7,30.2
Serbia,10243,67,220,2,3600,310,6423,23,151304,2.1,35.1
Egypt,10093,347,544,11,2326,154,7223,41,90000,5.4,23.0
Panama,8616,168,249,5,4687,0,3680,87,43663,2.9,54.4
Czechia,8198,22,283,1,4865,154,3050,42,314138,3.5,59.3
Norway,8157,25,228,4,32,0,7897,23,205239,2.8,0.4
Australia,6964,16,97,0,6229,50,638,16,877927,1.4,89.4
Malaysia,6742,16,109,0,5223,110,1410,16,271721,1.6,77.5
Argentina,6563,285,319,5,1862,25,4382,170,87547,4.9,28.4
Morocco,6418,137,188,0,2991,180,3239,1,71815,2.9,46.6
Algeria,6067,176,515,8,2998,157,2554,22,6500,8.5,49.4
Finland,6003,19,275,4,4300,300,1428,34,126500,4.6,71.6
Bahrain,5531,295,9,1,2192,40,3330,5,197898,0.2,39.6
Kazakhstan,5279,72,32,0,2108,34,3139,31,422011,0.6,39.9
Moldova,5154,159,182,7,2069,89,2903,251,20447,3.5,40.1
Ghana,5127,427,22,0,494,0,4611,5,162184,0.4,9.6
Afghanistan,4963,276,127,5,610,52,4226,7,18098,2.6,12.3
Nigeria,4787,146,158,8,959,57,3670,7,28418,3.3,20.0
Luxembourg,3894,6,102,1,3610,8,182,22,56394,2.6,92.7
Oman,3721,148,17,0,1250,0,2454,27,50000,0.5,33.6
Armenia,3538,146,47,1,1430,71,2061,10,33313,1.3,40.4
Hungary,3313,29,425,4,1007,49,1881,45,114719,12.8,30.4
Thailand,3017,2,56,0,2798,2,163,61,227860,1.9,92.7
Iraq,2913,95,112,2,1903,113,898,0,132457,3.8,65.3
Bolivia,2831,275,122,4,299,26,2410,3,7651,4.3,10.6
Greece,2744,18,152,1,1374,0,1218,32,106054,5.5,50.1
Azerbaijan,2693,104,33,1,1680,0,980,28,202282,1.2,62.4
Cameroon,2689,0,125,0,1524,0,1040,28,0,4.6,56.7
Uzbekistan,2519,33,10,0,2010,22,499,8,325000,0.4,79.8
Guinea,2298,152,11,0,816,102,1471,0,0,0.5,35.5
Croatia,2207,11,91,0,1808,24,308,11,47480,4.1,81.9
Bosnia and Herzegovina,2158,17,117,4,1168,54,873,4,43451,5.4,54.1
Honduras,2100,128,116,8,206,3,1778,10,5653,5.5,9.8
Bulgaria,2023,33,95,2,476,15,1452,51,58713,4.7,23.5
Senegal,1995,109,19,0,742,27,1234,6,18969,1.0,37.2
Ivory Coast,1857,127,21,0,820,2,1016,0,14618,1.1,44.2
Cuba,1804,21,78,1,1277,48,449,4,71157,4.3,70.8
Iceland,1801,0,10,0,1776,3,15,0,54791,0.6,98.6
Estonia,1746,5,61,0,777,26,908,5,64975,3.5,44.5
North Macedonia,1674,10,92,1,1205,5,377,21,19430,5.5,72.0
Sudan,1661,135,80,6,173,11,1408,0,0,4.8,10.4
New Zealand,1497,0,21,0,1398,12,78,2,197084,1.4,93.4
Lithuania,1491,6,50,0,850,17,591,17,192386,3.4,57.0
Slovakia,1465,8,27,1,983,24,455,6,122708,1.8,67.1
Slovenia,1461,1,102,0,259,3,1100,9,64547,7.0,17.7
Djibouti,1256,29,3,0,886,14,367,0,16093,0.2,70.5
Somalia,1170,81,52,0,126,5,992,2,0,4.4,10.8
Guatemala,1114,62,26,0,111,1,977,5,7200,2.3,10.0
Congo (Kinshasa),1102,78,44,3,146,5,912,0,0,4.0,13.2
Mayotte,1095,72,12,1,492,0,591,9,4000,1.1,44.9
Hong Kong,1048,0,4,0,991,6,53,1,168291,0.4,94.6
Kyrgyzstan,1037,21,12,0,709,21,316,13,59490,1.2,68.4
Tunisia,1032,0,45,0,727,27,260,7,33266,4.4,70.4
El Salvador,998,40,19,1,349,24,630,15,44926,1.9,35.0
Latvia,950,4,18,0,627,163,305,2,79047,1.9,66.0
Kosovo,919,35,29,1,671,16,219,0,0,3.2,73.0
Maldives,904,7,3,0,29,0,872,2,11775,0.3,3.2
Cyprus,903,2,16,0,449,48,438,10,78338,1.8,49.7
Sri Lanka,889,26,9,0,366,23,514,1,37662,1.0,41.2
Albania,876,4,31,0,682,28,163,1,10802,3.5,77.9
Lebanon,870,11,26,0,234,0,610,3,53269,3.0,26.9
Gabon,863,61,9,0,137,10,717,1,5530,1.0,15.9
Niger,854,22,47,1,648,11,159,0,5642,5.5,75.9
Costa Rica,804,3,7,0,520,3,277,6,17470,0.9,64.7
Guinea-Bissau,761,0,3,0,26,0,732,0,1500,0.4,3.4
Burkina Faso,760,0,50,0,584,0,126,0,0,6.6,76.8
Andorra,758,3,48,0,568,18,142,3,1673,6.3,74.9
Paraguay,737,13,10,0,173,3,554,0,16917,1.4,23.5
Mali,730,18,40,1,398,21,292,0,2498,5.5,54.5
Tajikistan,729,68,21,0,0,0,708,0,0,2.9,0.0
Uruguay,717,6,19,0,532,9,166,8,29500,2.6,74.2
Kenya,715,15,36,3,259,8,420,1,32938,5.0,36.2
Cruise Ship,712,0,13,0,651,0,48,4,0,1.8,91.4
Georgia,642,4,11,0,349,32,282,6,31952,1.7,54.4
San Marino,638,10,41,0,161,31,436,2,3121,6.4,25.2
Jordan,576,14,9,0,390,0,177,5,123600,1.6,67.7
Channel Islands,547,1,42,1,455,3,50,0,5342,7.7,83.2
Tanzania,509,0,21,0,183,0,305,7,0,4.1,36.0
Malta,506,3,5,0,434,0,67,1,44656,1.0,85.8
Jamaica,505,3,9,0,90,0,406,0,7271,1.8,17.8
Zambia,441,174,7,0,117,0,317,1,10270,1.6,26.5
Taiwan,440,0,7,0,372,4,61,0,68107,1.6,84.5
Equatorial Guinea,439,0,4,0,13,0,422,0,854,0.9,3.0
Réunion,436,0,0,0,354,0,82,5,17200,0.0,81.2
Venezuela,423,9,10,0,220,27,193,2,525902,2.4,52.0
Palestine,375,0,2,0,308,7,65,0,43566,0.5,82.1
West Bank and Gaza,375,0,2,0,308,7,65,0,0,0.5,82.1
